RegionName	City	State	CountyName	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07
6001	Avon	CT	Hartford	378100	378000	378600	380100	381200	381000	380200	380100	380700	380900	380300	378800	377800	377200	375900	372600	369800	367900	366300	365300	366000	366600	366500	366700	366900	366700	366400	365900	365200	365200	366600	368000	366500	362000	357400	354400	353100	352100	350900	349700	349500	349300	348700	348100	348000	347600	347200	347600	348100	348200	347800	347200	346300	345700	345300	345900	346200	346200	346500	346800	346600	347000	347600	349000	350700	352400	353800	354100	353700	355600	359200	362400	364200	364100	362900	361600	361400	362000	361500	359700	359200	359400	358700	358000	357600	356900
6002	Bloomfield	CT	Hartford	223400	222300	220700	219400	218600	217700	216100	213900	212000	210600	209400	208200	207000	206000	205400	205200	205300	205600	205200	204300	204000	203700	202800	201800	201300	200800	200000	198900	198100	197600	197400	197600	197100	195500	193400	191400	189500	187700	186300	184900	183500	182400	181900	182300	182900	183000	182500	182000	181600	181100	180200	179900	179900	179700	180000	180900	181400	181200	181000	180600	180500	181300	182300	182200	182000	182200	182100	181400	180900	182100	184600	186900	188100	188600	189000	189900	190900	191500	191300	190400	190100	190200	190100	189900	189800	189500
6010	Bristol	CT	Hartford	205400	204300	203100	202200	202000	202000	201800	200900	199600	198700	198200	197400	196300	195800	195600	195600	196100	197000	197200	196700	196200	195600	195300	195100	194600	194000	193400	192200	190600	189200	188300	187500	186400	184800	183500	182600	181700	180700	180100	179800	179300	178300	177400	177200	177300	177400	177200	177000	176800	176700	176400	175900	175300	175100	175200	175600	175900	176000	176300	176800	177100	177100	177100	177000	176700	176300	176100	175800	175500	175500	174800	173900	173200	172500	171800	171100	170800	170700	170500	170300	170100	169800	169600	169400	169800	170400
6013	Burlington	CT	Hartford	321500	321300	320800	319500	318100	317300	317700	319700	321300	320900	319500	318200	317100	317400	318500	318500	317800	318600	319500	319600	319100	318300	317000	315800	314400	312500	310500	308900	307500	306200	305400	304600	303300	301700	300000	298900	298400	298100	297500	296600	296200	296100	296200	296800	297900	298800	298900	298100	297000	296600	296600	296600	296700	296900	296900	296600	296300	296500	297100	297300	296500	295700	296300	297300	298500	300400	302700	304300	305600	306900	308000	309900	312000	312200	311100	311400	311800	310100	306800	303600	300900	298500	296000	294000	293100	292800
6016	Broad Brook	CT	Hartford	259400	260300	260600	260200	260100	260000	260300	261700	262700	261800	260200	258700	257500	256100	254300	252000	249900	248600	247600	246800	246200	245200	244100	242800	240100	237400	235900	234800	233800	233300	233000	232200	231600	230900	230100	230100	230600	230600	230500	231100	231200	230600	230300	230800	230500	230500	230700	230400	230000	229500	228100	226900	226800	227700	228600	229000	228300	227400	227300	227300	227100	227100	228500	228400	228000	228000	227200	224600	223500	223700	223300	222300	221600	221500	221000	220400	219400	218100	216500	215900	216400	216600	216000	215500	216000	216600
6018	Canaan	CT	Litchfield	225900	224500	220800	216900	213900	211100	209700	208600	207200	206400	207000	205300	201900	201300	203400	204900	205400	206000	206100	206100	205900	206000	203900	200900	198400	196800	195500	194900	194100	192800	191400	190100	189500	188800	188100	187600	187300	187000	186100	184900	184000	183000	181300	179200	177100	175600	175100	174600	173600	172400	171100	169600	168000	166900	167000	167800	168900	169400	169100	169000	169900	170600	169900	169600	170700	172100	172200	171900	171600	170600	170600	172100	174200	174700	174500	174900	176800	178100	178600	180100	182800	184900	184400	182200	179300	176500
6019	Canton	CT	Hartford	231800	232100	232800	232900	233000	233500	234800	234800	233500	232500	232100	230800	228800	227300	226400	226100	226000	226200	225900	225100	224700	225000	225200	226000	226900	227300	227200	227100	226300	225000	223700	223000	222600	222600	222000	220800	219600	218100	216500	215100	214500	215100	215800	215800	215500	214300	212000	210000	208800	208000	206800	205400	204800	205000	205400	205900	205800	206400	208000	209600	210400	211100	211300	211800	212400	212200	212200	212500	213200	214100	214800	215400	217400	219200	219900	220900	221500	219400	214800	210400	207300	204800	203000	200900	197000	192900
6021	Colebrook	CT	Litchfield	265400	266600	267700	267900	267900	267700	264600	260000	255700	250800	246700	246400	248800	250600	252100	255300	261200	266100	269000	269500	269700	270700	270600	269100	265500	259900	256000	254600	252100	248600	246100	244700	243300	241300	239400	238400	236500	233200	228600	224400	221800	220100	221000	222700	222300	220600	220100	219200	219600	220900	222600	224400	225000	224500	224500	224900	225200	224800	224300	224500	224800	225000	224100	222000	219700	218700	219800	222200	224000	226400	229800	233300	235500	235700	236400	237700	239700	241000	241100	241000	242300	243500	242600	239900	236700	234600
6026	East Granby	CT	Hartford	264100	263600	263300	262800	263700	266000	267300	266600	265500	264800	263600	261700	260200	259100	258600	258200	256600	254700	253600	253100	253000	252900	253300	253800	254300	254200	253500	252900	253300	254000	254400	254400	253000	250900	249000	246900	244900	244400	244700	244600	243700	243300	243600	244500	245000	244700	243300	241900	241300	240800	239700	238400	237500	237600	238000	238500	239000	239900	240100	239100	238100	238700	239700	241100	242800	245300	249400	253400	255600	256800	258300	260200	261300	260500	260100	260900	259900	255400	249000	244100	241800	241100	241300	242200	243300	244100
6027	Hartland	CT	Hartford	249900	250200	251800	253300	254800	256100	257400	258900	260500	260700	260800	260000	257700	254700	252000	249600	248300	247500	246300	245300	244400	242800	240900	241000	242700	244300	244700	244500	243900	244100	243900	242500	241500	241000	239500	237800	236900	236900	237700	237200	235200	233400	232600	232300	232000	232500	232200	230400	228700	227100	224700	223200	223300	223800	224100	224700	224900	224300	225300	227200	229400	232500	235000	236700	238100	239900	242400	245100	245800	245000	244000	243100	241200	238600	237600	237400	236800	236600	236400	235900	235900	236700	237200	237400	237800	238400
6029	Ellington	CT	Tolland	258700	259300	261000	262600	263100	263200	264000	265200	265300	263700	261500	260000	259000	258000	257000	256100	255300	254600	254400	254100	253700	252600	252100	252400	252700	252000	250900	249700	248300	246600	245000	243800	242900	242700	242600	242200	241300	240500	239800	239000	238400	238100	237600	236900	236500	236500	236600	236400	236000	235500	234300	232500	231600	231600	232200	232900	233300	234000	234900	235500	235500	235400	235500	236700	239000	241800	243500	243800	243900	244500	244900	244900	244700	244000	242700	241400	240700	240300	239300	238100	237700	237600	236600	235500	234500	233500
6031	Canaan	CT	Litchfield	332600	335600	338600	340200	337700	334800	333300	332800	334300	334200	331800	327600	323800	319500	315300	311800	310600	309000	306800	306000	304000	300000	296800	295200	292800	290000	288800	289500	290800	290500	289200	287600	286600	286400	286700	287600	289000	289800	289200	287800	285700	284100	283100	281600	279700	276300	272100	268800	267200	265300	263300	261900	261600	261600	260900	260700	261900	262700	260500	258200	257800	257600	255700	253100	251900	252400	253300	254000	254800	258100	264100	267000	264500	262600	262900	263500	263200	263700	265200	267200	269300	271700	272700	272700	272600	272100
6032	Farmington	CT	Hartford	295600	296400	297500	298000	297800	297800	297600	296300	294700	293300	291800	291000	290800	290500	289700	289500	290300	291800	293400	294600	295100	294700	294400	293900	292900	291600	290500	289000	286700	283800	281700	280800	280200	278600	277100	276900	276900	275900	275000	273900	272800	271900	271800	272000	273000	273900	274000	272900	271800	271600	271900	272000	272500	273200	273800	274200	273800	273200	273600	274000	273900	274700	276500	278800	281100	282800	283100	282600	282500	282800	282400	282000	282300	282600	282200	281200	280200	279900	279900	279500	279200	279400	279300	278700	278600	278800
6033	Glastonbury	CT	Hartford	324500	323700	323200	323000	322500	321700	321100	321000	321000	320300	318300	315700	313400	312400	312400	311900	311200	310800	311000	311200	311600	312100	312400	312800	313100	312900	312200	311500	311200	311300	311200	311000	309500	307000	304600	303100	302100	301300	300300	299300	299100	299600	300100	300700	301200	301700	302300	302700	302400	302000	301400	300000	298400	298000	298100	298100	298200	298500	299100	299500	299700	300400	301400	302400	303300	303300	303200	303200	303400	304100	305500	307200	308800	309600	309800	309900	309900	310500	310900	311000	311100	311000	310000	309100	309100	309300
6035	Granby	CT	Hartford	265100	264500	264700	265400	266900	268600	269400	268900	268500	268100	266700	264400	262900	261800	260700	259500	258500	257600	257100	256500	255500	254300	253800	254200	254700	254600	254300	254500	254200	253500	252900	252400	251000	249500	247800	246100	244300	242900	242100	241500	240400	239500	239500	240100	240800	241300	241300	241300	241600	242200	242400	242300	242200	242300	242300	242500	242700	243000	243100	242700	242600	243300	244100	243300	242900	243400	243200	241400	240400	239500	238400	236700	233900	231100	229600	228800	228300	228500	229100	229800	230500	231300	232000	233000	234600	236000
6037	Berlin	CT	Hartford	281300	280900	280600	280400	279800	279100	278500	277900	277400	277000	276300	275300	274800	274800	274900	274800	275200	276500	277900	279300	280500	280600	280200	280200	280200	279900	279100	277700	275800	274200	273000	271500	270200	268700	266800	265100	263700	262000	260600	259700	259300	259100	258700	258200	257800	257500	257400	256900	255800	255200	254900	254100	253500	253700	253800	254000	254400	255000	256000	257000	257800	258700	259700	261400	263000	263800	264300	264000	263200	263000	263600	264000	263900	263300	262600	261900	261300	261000	261100	261600	261900	261800	261100	260800	261100	261400
6039	Salisbury	CT	Litchfield	478900	471400	472200	476800	476200	470800	463900	461000	458700	451200	442400	440000	443200	446200	444700	440300	437700	435400	435700	436300	439300	443900	447900	448400	451100	453800	455600	459200	461900	459300	453500	449300	445000	439800	435500	432800	429100	424200	418500	413200	410600	412000	414600	415000	413700	412000	409300	407800	407000	403800	399800	399500	398500	395100	393100	395100	398400	401800	405200	408300	411600	414400	414900	414100	414400	419000	425200	427400	427100	427100	427900	427300	426600	426500	429200	430600	434900	441200	447100	450400	451300	448100	445300	444900	443200	440400
6040	Manchester	CT	Hartford	203700	201900	199600	197400	195800	194600	193800	193100	191900	190200	188800	188000	187400	187300	188000	188700	189300	190500	191300	191500	191600	191500	191100	190800	190700	190300	189000	187200	185400	183500	181800	180900	180100	178600	177100	176000	175000	173600	172400	171600	171000	170300	169900	169900	170000	169900	169400	168700	168000	167400	166700	165700	164800	164000	163100	162100	161000	160800	161700	162800	163200	163800	164300	164700	165500	166900	168200	169000	169500	169600	169000	168500	168600	168600	168100	167800	168000	168100	168000	167900	168200	168400	168300	167800	167400	167200
6042	Manchester	CT	Hartford	193800	192900	191400	189500	188200	187400	186300	185100	183600	182000	180600	179300	178300	177900	178200	179200	180200	180900	181100	181000	180800	180500	180200	179900	179600	179000	178000	176900	175900	175100	174500	173900	173100	171600	170600	170200	169400	167900	166900	166700	166400	165900	165500	165400	165300	164600	163200	161600	160700	160000	159200	158300	157700	157500	157500	157700	157700	158100	159000	159600	159700	159900	160200	160300	160200	160200	160100	159300	158800	159000	159700	160700	161200	161000	160500	160300	160000	159600	159100	158900	159000	159000	158600	157800	157400	157200
6043	Bolton	CT	Tolland	279700	280200	280100	279300	277200	275200	276000	279300	281800	281800	280500	279100	277800	276600	275700	275300	275400	275700	275100	274300	274300	274600	274700	275200	275400	274500	272700	270500	268600	266900	264700	262000	259000	256200	254100	252200	251400	251300	250800	250000	249400	248000	246900	246300	246500	246900	247100	247200	247100	245800	244000	242600	241000	239100	238400	238600	238600	237900	237100	237400	239400	241300	241800	243000	246200	250600	253700	255300	256000	258200	261200	263500	264400	264500	264200	264100	264100	263600	262400	261200	260400	260000	260100	258600	253400	247600
6051	New Britain	CT	Hartford	146600	144900	143600	142100	140500	139600	139100	138900	138400	137500	136600	135700	135200	135600	136100	136800	137600	138100	138100	138000	137600	136900	136400	136300	136300	135600	134100	132300	130400	128800	127400	126300	125400	124100	122700	121700	121100	120200	119300	118400	117900	117600	117600	117900	118400	118900	119100	119000	118600	117500	116400	116100	116100	115900	115900	116000	115800	115800	116600	117400	117600	118000	119100	120500	121700	121400	119000	116200	114300	113100	112700	112800	113000	112800	112600	112300	112300	112900	113800	114400	115100	115500	114900	113900	113600	113800
6052	New Britain	CT	Hartford	198000	197800	197800	197300	197400	199000	200600	200800	199900	198200	196300	194200	192500	191300	190600	191000	191700	191700	191800	191900	191600	191300	190700	189600	188600	187800	186700	185100	183300	182000	181300	180800	180000	178600	177300	176100	175100	174200	173900	173900	173900	173400	172300	171300	170600	170000	169000	168800	169200	169500	168800	167600	166200	165300	164700	164400	164100	164000	164900	166100	167400	168600	169900	171400	172300	171900	170800	169800	169400	169700	170400	170900	170300	169000	167900	166500	164900	164300	164800	165600	167000	168100	168300	168300	168600	168900
6053	New Britain	CT	Hartford	160100	158300	156500	154900	153500	152500	152500	153100	153300	152800	152200	151500	151100	151100	151000	151400	152000	152600	152800	152500	152100	151800	151400	151200	151000	150200	149100	148100	147300	146600	145900	145500	145000	143800	143000	142400	141600	140800	140000	138900	137800	136700	135900	135400	135000	134700	134000	133300	133100	133000	132600	132800	133100	133200	133100	133100	133000	133200	133800	134000	133800	133800	134400	134500	134500	134800	134500	133600	133400	133300	132900	132500	132500	132300	132000	131900	131700	131600	131400	131000	130600	130500	130500	130600	130700	130800
6057	New Hartford	CT	Litchfield	285700	282200	280100	280000	279800	279500	279200	278400	275800	272800	270700	270500	272400	274800	275400	274500	274000	274100	273700	272200	270600	269400	267900	265400	262400	259700	258200	257700	256500	255700	255600	255900	255200	254900	256000	257300	258400	258800	257200	254100	252500	250500	247000	243500	241700	241000	241400	241900	242400	242000	241000	239800	239900	239700	239400	240200	241900	243100	243000	242800	242700	241600	240300	240300	240800	241800	244500	247400	249200	251600	256400	260600	263000	264200	264300	263400	263000	263400	263900	264100	264800	265600	264900	261800	256400	251000
6058	Norfolk	CT	Litchfield	381800	383100	383700	384200	382900	380600	376300	371000	366000	362100	357900	353600	349500	344600	339800	337300	336300	334400	333600	334000	334100	332100	330700	331000	332400	333900	335100	333100	329800	328500	328800	330700	333600	334200	331800	327100	322300	319600	318400	317000	316000	314700	313300	311000	306700	301600	297300	294700	295200	297100	296300	295100	295300	294100	291800	292700	296100	297200	297100	298200	298200	294600	291800	290200	287800	285700	286100	287300	289000	294000	303300	313200	318900	320800	322000	324100	327800	331800	334200	336300	339900	342000	337700	330700	327000	325500
6060	North Granby	CT	Hartford	369300	365900	362200	361000	362500	364900	366600	366900	365300	363600	362300	358700	355300	354500	356900	358500	358700	358000	356800	356500	358400	360300	362200	367100	372000	375000	376200	375700	374100	373400	373500	372900	370400	365400	359400	355900	355700	356600	357600	359100	359600	358800	358900	359800	360800	362300	363400	362000	358200	353600	350100	347800	345400	343200	342100	341900	340000	338000	336900	336900	337900	339800	341100	340100	339100	339500	339500	337700	336800	336200	335400	335100	335800	336700	336800	335800	334800	334500	334600	335000	336400	338900	340600	340400	339300	338200
6062	Plainville	CT	Hartford	202000	201100	200000	198500	197800	198000	198600	199000	198800	197900	197100	196800	196800	196200	195500	195100	195100	195100	194900	194400	193700	193800	194800	196200	197000	197300	197400	197300	196900	195700	193900	192700	191900	190700	189700	189200	188900	188700	188200	187100	185700	184400	183400	182600	182300	182400	182200	181600	180900	180300	179300	178300	177400	176700	176000	176200	176300	176200	176200	176400	176300	176500	177200	178100	178800	179200	179400	179300	179200	178900	177100	175600	175800	176300	175900	175800	177200	180700	184800	187100	188000	189000	189800	189900	189600	189200
6063	Barkhamsted	CT	Litchfield	254600	254900	255500	253800	250700	248900	248500	248700	248000	246500	245600	244800	243800	243100	241400	239600	240100	242100	243200	243200	242300	240700	239700	240300	241000	240000	239100	239600	240100	240200	240400	239900	238700	237300	235800	233600	231000	228000	226100	224200	221900	218800	216500	215900	218200	221300	223100	223600	223700	224300	225200	224600	223300	223700	225600	228200	230400	231100	230800	231000	231800	231700	230900	230800	230300	229000	227100	224800	221600	220900	223500	227100	229800	231500	231500	231700	232200	230000	226300	224400	224300	224400	223500	221500	219100	217100
6066	Vernon Rockville	CT	Tolland	213100	213800	215000	215300	214200	213300	212600	211300	210200	209500	208600	207400	205800	204300	203400	203400	203600	203700	203700	203600	203200	202300	201800	202000	202100	201000	199200	196900	195000	193600	192800	191900	191100	190800	190500	190000	189300	188800	187900	186400	185000	184400	184000	184000	184100	183800	182700	181300	180100	179000	178000	177900	178500	178800	179100	179600	179800	180000	180800	181500	181800	181900	182100	182400	182700	183200	183500	183300	182700	181800	180800	179800	179400	179000	178000	176800	176600	176800	176500	175800	175600	176300	176500	175900	175000	174200
6067	Rocky Hill	CT	Hartford	260700	259900	259400	259000	258300	257500	256900	256300	255400	254100	252800	251600	250600	249500	248400	247400	246400	245800	245700	245300	244800	244400	244300	244100	243700	243300	243000	242500	242600	243000	243100	242900	242500	241400	239600	238000	236900	235800	234300	233100	232000	230900	230500	231200	231900	232400	232300	231900	231000	230400	229400	227900	226600	226800	227800	228300	228500	229100	229800	229700	229100	229500	230600	232000	233500	234800	235600	236100	236000	236500	238800	242200	244500	245200	245800	246200	245400	243100	239500	236000	233400	231300	229400	227800	227300	227200
6068	Salisbury	CT	Litchfield	477100	480600	487100	495300	495700	483800	471100	465000	462200	456700	451200	445000	441100	442000	443800	442300	439500	436500	435800	439100	443600	446100	444600	443000	443700	443200	441200	439300	435500	431500	428800	425400	423500	421700	420600	418500	415500	413200	411900	407700	405700	408200	411000	412200	409400	400400	390100	388000	391900	395000	392900	390200	388000	386200	385900	387600	389700	393200	394200	390600	386900	384400	382500	383300	386000	388500	391300	394100	397200	403600	416100	428500	434400	436500	439400	439600	440100	445100	450600	450900	449500	448600	445200	441000	436100	430600
6069	Sharon	CT	Litchfield	424200	420300	422700	429100	433500	432700	430800	431000	432100	430200	426100	422200	423200	427700	429300	425700	423100	421400	421700	423100	424100	424700	426200	429200	432800	432000	426400	419900	415600	415500	414600	411600	409600	407400	403100	396400	389300	384700	382000	379100	376400	375000	372800	368900	365800	364700	362400	360200	359300	358800	359600	360600	360600	362200	365800	369300	373200	376500	379200	380000	377600	372700	370900	372300	372500	371100	373800	379200	382500	387300	398300	408200	411000	411500	413300	414600	413700	406000	392600	380000	371800	365500	358700	353800	350800	347800
6070	Simsbury	CT	Hartford	330500	330000	329800	330000	330000	329800	329700	329300	328200	326700	325300	323700	322100	321700	321200	320200	319800	320700	321600	322100	322300	322200	322300	322600	322000	320100	318300	316900	315900	314800	313500	312200	311100	309900	308200	306800	306300	305800	305300	304400	302800	300900	299700	298800	298600	298400	297200	295800	294700	294300	294200	293900	293400	293500	294300	294900	294700	294600	295500	296600	297500	298500	299800	301400	303700	305700	306000	304400	303000	302100	301600	300900	300800	299900	298400	296900	295900	295000	294600	294800	295400	295500	294200	292800	292200	292100
6071	Somers	CT	Tolland	300000	302800	304200	304200	304400	305100	305300	304800	303900	303600	303800	304300	303400	302500	302500	302000	300700	299600	298700	298000	298000	298100	298600	299100	298500	296900	294800	292800	291200	290400	290100	289300	288200	287600	287700	287800	287900	287800	287500	286600	285400	284700	284500	284300	284500	284600	284300	283700	282700	281600	279900	277900	275900	274700	274500	274500	274100	273200	272400	271800	271100	270500	271200	272800	274100	275200	276000	275900	275400	276000	276900	276900	276900	276600	275400	274900	275400	275200	273700	272200	271700	271900	271600	270700	269600	268700
6073	Glastonbury	CT	Hartford	403800	401900	399500	397600	397400	396800	395900	395200	395400	394900	393300	391200	389400	388300	388500	389700	389800	389200	387900	386900	386900	386500	384600	382200	381000	379800	378000	376500	376400	377700	380000	381900	381500	379800	379800	382400	384000	383800	383100	381900	379400	377100	375100	373800	373100	372200	371300	369900	368500	367900	366600	364200	362600	361800	362800	365300	367800	370400	372500	373100	374800	379300	384100	387800	389900	389600	386600	383700	384600	386700	387200	388700	391600	393600	394000	392900	392000	392900	395000	395900	394600	392100	389100	386400	384900	383900
6074	South Windsor	CT	Hartford	263000	262300	262600	262600	262100	261600	260900	259400	257500	255600	253700	252000	251100	250400	250100	250200	250500	250800	251100	251300	251400	251300	251400	252000	252500	252000	250400	248400	246800	245400	244300	243700	243100	241900	240600	240000	239500	238200	236900	235900	234800	233600	233100	233700	234000	233900	233600	233300	232800	232100	231600	231400	231500	231900	232300	232800	233000	233500	234400	234800	234600	235300	236200	236900	237600	237500	236400	235100	234700	234900	235100	234700	234900	235600	236700	237300	237600	238400	239000	238600	238700	239300	239700	239700	239700	239300
6076	Stafford Springs	CT	Tolland	214900	214700	215400	216400	216600	216700	216000	215400	214400	213300	211700	210900	211000	210700	209300	207800	206900	206300	205600	205300	205200	204200	203200	203000	202800	201500	199500	197400	195600	194000	192800	192200	192100	192100	191800	190700	189300	188400	188000	187500	186500	185600	184900	184300	183600	182800	181800	181000	180400	179800	179300	179000	178800	178900	179500	179900	180000	180900	182300	183300	183600	184000	184500	185100	185600	186200	186500	186200	186100	186000	186600	187200	187000	185300	183000	181200	180600	180000	179500	179400	179400	179200	178300	176500	175000	174200
6078	Suffield	CT	Hartford	294200	293200	294300	295700	296500	297600	297600	295000	291900	289600	287500	285200	283400	281000	278100	275900	275000	274400	274200	274500	275100	275300	274900	274700	274800	274800	274100	272900	271800	270700	270300	269800	268200	266000	264300	263300	263000	263800	264200	263700	262900	262500	262200	263000	264300	265500	266600	267300	266300	265400	265500	265200	264700	265400	266600	267600	268400	268200	266700	265300	264700	264400	265000	267400	269300	270100	271400	274100	276100	278300	281300	283300	284400	285400	285200	283900	283000	283000	282900	282000	280500	278500	276700	275800	276500	277600
6081	Tariffville	CT	Hartford	222000	221600	221100	221100	221400	220600	221000	222200	222300	221000	219500	217100	214700	213500	213400	213900	213900	213600	213500	213900	213900	213800	214000	215200	215700	214000	210600	207400	205000	203000	201300	200100	199100	198400	197900	197400	197100	196800	196600	197000	197200	196700	195800	195300	195100	194900	195000	195200	195400	195600	195200	194600	194600	194500	194000	193800	193500	192900	192700	193100	193800	195900	199300	199800	200200	202400	204200	202900	202200	201300	198400	193900	191200	190900	190400	188900	187500	187000	186800	187200	188200	189400	190100	190200	189600	188800
6082	Enfield	CT	Hartford	196900	195900	194800	193700	193400	193700	193300	192400	190900	189500	188400	187700	187200	187100	187300	187900	188400	188900	189200	189200	189300	189200	189100	189400	189400	188800	187700	186200	184600	183000	181800	181000	180000	178300	177300	176900	176300	175000	174100	173600	173200	172900	172800	172700	172500	172100	171600	171000	170800	170600	169800	168700	167600	166800	166400	166600	167200	168100	169100	169300	169100	169200	169800	170400	170700	170500	170000	169400	169000	168900	168600	168000	167800	167900	167700	167600	167800	168100	168200	168100	168300	168500	168400	168300	168000	167800
6084	Tolland	CT	Tolland	273000	275000	277300	278200	277800	276900	276300	276300	275700	275100	275300	275500	275000	273800	273000	273100	274400	275500	276000	276000	276200	276300	276600	277100	277200	276500	275300	273500	270200	266200	262900	261100	258800	255900	253600	252400	251300	249800	247700	245500	244300	243700	243500	243700	244700	245800	246800	247300	246700	245200	243900	242500	240300	238900	238700	238400	238000	238100	238400	238800	239800	241200	243200	246200	250300	255100	258800	260100	260500	260900	260900	259900	259200	258500	257200	255900	255700	254700	253300	251900	251100	250200	249100	247900	246700	245500
6085	Farmington	CT	Hartford	274000	274000	274600	275100	275100	275800	277600	278300	278000	277500	275300	272900	272200	272000	271600	272100	272900	273100	272500	272100	272200	272900	274200	275100	274800	273700	272300	270200	267400	264500	263100	262900	262500	260900	259400	258600	258100	257600	256800	255900	256100	256900	257600	258200	258800	258900	259100	259200	258100	256300	254700	253300	252500	252000	251000	249900	249600	250400	252300	254300	256300	258300	260300	262800	266100	268500	268900	268200	267500	266700	265600	264500	263700	263200	263200	262900	261800	261200	261300	260500	259000	257500	256100	255300	255100	255000
6088	East Windsor	CT	Hartford	195800	195800	195500	194400	192900	191600	191400	192600	192800	191600	190800	190400	189600	188900	188500	189000	190000	190400	190200	190200	190300	190000	189700	189800	189500	188500	187200	186200	185500	184700	183900	182900	181700	180500	179000	177500	175600	173300	171500	171500	172100	172700	173500	174100	174200	173700	172200	170800	170600	171000	170400	168800	166900	165700	164800	164500	164600	164900	165900	167100	168000	169500	171300	171300	170600	170000	168300	165500	163400	163000	163800	164500	164400	163800	162800	162100	161500	160900	160300	159700	159800	160100	159900	159100	158900	158900
6089	Weatogue	CT	Hartford	306200	307300	308000	307800	307000	306600	306600	306400	305900	305500	304100	302000	299400	295900	292800	291400	291100	290900	290900	290700	288800	285200	283900	285200	286300	286000	285700	285700	285900	285500	284700	284300	284300	283700	281100	276700	273200	271000	269200	268200	268100	267000	265800	265300	266100	267200	267900	267300	266700	266400	265500	262900	259800	259000	259400	258800	257800	258300	259500	261600	263300	264700	266000	266700	267900	269800	270700	270100	269500	267800	265900	264200	263900	264000	265200	266300	267000	267400	267600	267900	267400	266300	265100	265000	264300	263400
6092	West Simsbury	CT	Hartford	379600	379800	380800	381400	381500	382600	383800	383800	383300	382700	381400	378900	376600	373900	370800	367900	365500	363400	362200	361700	361200	361500	362900	365000	367500	370100	371500	371200	369900	367300	364800	363200	361100	356800	352100	348600	345500	342400	340000	339700	341200	342500	342700	343100	344000	344000	343700	343400	342600	342300	342400	341600	340100	339600	339600	340200	340900	342300	343700	344900	345200	346100	348000	349100	349400	350300	350900	349800	349000	347800	346100	344900	343900	342000	340800	340500	340200	340000	339800	339600	339800	341200	342800	343700	345500	347900
6093	Suffield	CT	Hartford	302800	302000	302300	303100	304500	306300	306400	304400	302200	301200	300400	298700	296400	294100	291400	289000	288500	288400	287400	287400	288000	287000	285600	285100	284500	284000	283900	283400	283000	283200	284200	285100	284500	282200	278900	276100	275700	276600	277700	278000	276500	274800	275500	277800	280100	282900	285500	287500	287400	286800	286800	286800	286300	285900	285300	284600	284200	283900	283900	284000	283400	283200	283800	285100	286300	287500	288700	289700	290300	290300	290000	289300	289700	289400	287900	286100	286200	286400	286900	286900	286600	286300	285600	284400	284000	284100
6095	Windsor	CT	Hartford	227800	226700	225500	224900	224800	224400	223600	222900	222000	220900	219400	217900	216600	215600	214900	214900	215500	216200	216500	216500	216400	216300	216700	217700	218200	218100	217100	215200	212900	211200	210400	210100	209000	206900	204500	202100	200100	198800	197600	196600	195900	194900	194000	193600	193300	192700	192000	191600	191100	190400	189400	188400	187000	185700	184800	184400	184300	184900	186300	187600	188200	189100	190700	192100	193300	194400	195000	195000	195400	195700	195100	193800	192700	191700	190700	189200	188200	187600	186900	185700	185100	184600	184100	184000	183900	183700
6096	Windsor Locks	CT	Hartford	196500	195800	194900	193600	192200	190700	189800	189000	188000	186800	186500	186300	185500	184900	185400	186400	187100	187700	188500	189800	190700	190700	190600	190600	190500	189500	187600	185200	183500	182100	180700	179500	178400	176900	175700	175000	174600	173600	172900	172500	172000	171500	171100	170900	171100	171000	169900	168400	167400	166600	165400	164400	164000	163600	163200	163200	162700	162100	162300	162300	161900	162100	162400	162400	162600	163400	163500	162500	161900	163200	165400	167300	168400	169400	170100	170900	171900	172900	173600	173600	173600	173400	172800	172500	172700	172800
6098	Winsted	CT	Litchfield	195400	195700	196400	196600	195300	193200	191500	190600	190300	190400	190500	190400	189800	189000	188100	186900	186200	186100	186800	187400	187400	187300	187500	187200	186100	185200	185300	185400	185400	185000	183500	181000	179700	178600	176100	173400	171600	169300	166900	164700	161900	159100	158000	158300	157500	155600	153900	152800	152200	152100	151500	151100	151800	153200	154600	155600	156900	158400	159700	160500	161400	162100	162300	162800	163200	162000	159100	156500	154500	153700	153700	153600	153000	152500	151100	149300	148400	148500	148400	147900	147700	147100	145700	144300	142600	140800
