RegionName	StateName	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07
6001	CT	41	26	33	28	19	29	13	6	14	9	14	17	27	40	20	23	27	18	22	17	11	17	23	21	37	23	27	18	20	25	12	8	10	18	25	20	34	27	33	23	12	14	28	12	15	17	25	21	38	31	23	27	23	30	27	19	9	23	28	36	30	42	30	22	24	20	14	15	9	19	23	22	41	35	29	30	26	30	28	19	19	15	21	21	37	30
6002	CT	28	28	23	24	32	19	32	13	11	15	18	17	27	20	27	26	20	26	23	14	17	15	23	23	25	15	21	20	15	22	14	11	7	14	19	15	20	17	16	16	16	16	16	15	9	16	21	17	22	18	31	13	23	17	26	17	11	18	19	25	24	19	29	22	25	23	15	13	12	12	25	16	21	26	31	17	21	18	18	13	24	14	28	25	22	21
6010	CT	52	66	40	62	58	48	57	28	27	44	39	41	51	70	76	64	76	69	49	24	30	48	57	66	82	64	47	39	32	38	51	27	33	37	33	43	51	28	36	39	39	38	37	33	31	32	48	55	57	48	62	37	71	62	46	42	31	52	34	67	48	69	51	56	54	31	59	28	24	35	36	44	59	64	50	63	61	35	54	33	20	26	36	51	72	20
6013	CT	9	21	20	8	7	6	10	3	5	7	7	10	13	7	9	7	11	6	12	9	7	8	12	7	15	11	13	5	8	10	8	4	2	8	17	10	11	5	13	6	10	7	6	7	7	8	5	13	12	10	4	11	11	9	9	7	8	6	6	6	9	21	12	11	11	4	11	4	4	4	8	12	16	9	5	11	4	3	10	8	7	6	5	5	11	6
6016	CT	7	6	7	8	6	6	9	4	5	7	7	5	8	9	6	8	8	7	6	8	1	1	5	6	10	4	6	4	1	6	5	1	2	5	6	4	4	7	4	4	7	5	4	1	3	3	7	9	5	10	9	4	7	4	7	6	4	5	3	0	7	6	7	10	8	10	5	4	5	5	5	5	7	10	9	7	5	6	4	1	4	2	4	7	6	1
6018	CT	1	6	3	4	4	2	1	4	2	3	0	1	8	2	3	0	2	5	3	1	0	5	2	3	3	0	3	1	1	1	2	1	1	0	3	2	2	1	4	1	1	1	2	1	3	2	4	4	2	2	0	3	1	2	2	3	3	0	0	2	5	2	0	3	0	3	1	0	2	1	1	0	2	3	3	1	3	5	1	1	1	1	2	3	3	0
6019	CT	15	18	12	12	11	7	5	6	3	10	5	7	7	7	7	7	12	8	12	5	5	7	5	11	16	8	10	6	6	8	5	3	4	5	10	6	8	6	5	8	9	8	6	5	3	10	9	15	10	15	13	6	14	9	11	9	4	6	5	11	12	20	18	8	11	3	2	2	4	1	3	2	4	2	4	11	6	10	13	7	4	3	12	9	18	5
6021	CT	3	1	2	1	1	2	2	1	1	2	2	0	2	1	1	0	1	1	2	2	0	1	1	0	2	2	1	4	1	1	1	2	1	2	0	2	2	2	1	0	1	0	0	1	0	1	0	0	1	2	4	0	2	1	2	0	2	0	0	2	2	1	2	0	3	2	0	1	0	0	1	1	1	0	1	1	1	0	2	0	0	1	2	1	1	0
6026	CT	6	12	10	7	9	5	5	1	3	6	6	7	10	10	11	9	8	5	9	3	2	2	5	9	9	6	5	6	5	8	7	5	4	4	3	4	9	0	10	2	5	3	5	4	4	3	6	5	9	4	2	2	12	6	9	10	4	5	2	9	6	12	7	6	8	3	6	5	1	8	6	5	5	10	7	4	5	7	5	0	1	1	7	3	7	4
6027	CT	1	2	1	1	1	1	0	1	0	1	0	0	2	1	1	2	0	2	1	1	1	1	0	2	0	2	0	3	0	0	1	0	0	1	0	0	1	3	1	0	0	0	0	2	0	1	3	1	3	2	0	1	1	1	1	1	0	0	0	1	1	0	0	0	4	2	2	0	3	0	0	0	0	0	0	1	2	0	2	2	0	2	2	2	1	0
6029	CT	19	19	30	11	18	14	14	5	5	13	10	19	18	25	13	15	18	24	14	10	11	14	11	9	33	15	11	7	11	6	8	7	2	11	6	12	17	8	11	10	14	13	10	8	4	11	12	9	21	12	20	20	16	16	31	9	8	12	14	21	15	17	14	20	16	6	14	7	7	7	9	4	17	21	15	13	6	4	10	6	3	6	8	10	25	5
6031	CT	0	3	1	0	3	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	3	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	2	1	2	1	1	2	0	1	2	0	1	2	0	3	2	2	4	2	0	0	0	0	1	0	1	0	0	0	2	1	2	0	0	0	1	2	2	0
6032	CT	36	43	42	25	22	16	20	19	12	20	23	13	30	25	26	21	21	29	24	11	9	19	23	26	37	16	24	22	17	18	18	12	12	20	15	11	28	26	31	15	16	19	19	18	14	15	26	24	24	22	24	22	24	25	22	23	15	21	16	21	24	34	17	23	23	23	18	11	9	11	27	12	25	41	34	20	15	10	7	5	3	8	18	23	15	5
6033	CT	37	48	33	37	29	24	31	14	15	21	19	34	49	46	38	36	27	49	21	17	25	27	34	28	58	33	34	22	40	20	26	19	17	24	12	20	42	30	32	28	20	24	25	13	23	17	33	43	48	56	37	26	26	24	37	22	21	21	34	31	41	46	48	35	34	39	45	24	17	25	16	35	49	38	46	37	26	27	35	19	15	24	17	30	49	45
6035	CT	10	11	12	3	8	4	3	5	4	8	4	11	8	14	6	6	7	11	7	1	5	4	10	13	11	5	6	5	3	4	8	3	3	8	3	9	9	4	8	1	4	3	1	3	4	3	14	13	8	15	9	11	6	9	4	4	7	6	9	13	11	12	14	7	7	5	11	5	2	1	9	7	15	10	3	7	8	6	10	4	9	7	5	9	16	8
6037	CT	24	25	19	8	23	13	19	10	8	16	7	12	25	15	16	20	17	15	15	11	13	7	26	20	24	12	12	24	26	17	12	8	13	17	26	19	20	22	21	14	17	21	16	15	10	15	21	11	25	26	20	15	24	20	20	16	15	12	18	12	19	22	29	19	20	11	21	13	10	7	12	13	21	25	18	21	26	12	23	3	7	19	16	9	28	14
6039	CT	2	4	5	1	1	1	1	2	2	1	0	1	3	3	4	3	2	1	2	2	1	2	3	2	2	6	2	2	2	1	0	1	1	2	3	5	1	2	1	2	2	4	4	3	0	7	0	4	4	4	2	5	2	3	7	1	2	1	8	4	2	5	4	0	3	2	3	6	2	2	1	3	2	2	0	3	1	2	2	2	2	3	1	0	5	1
6040	CT	41	31	32	21	32	30	23	9	16	23	27	38	31	34	30	21	30	41	28	15	13	33	25	42	52	25	17	21	20	11	20	16	14	21	16	24	34	31	26	20	23	15	14	27	15	19	24	29	25	21	22	33	30	20	28	22	9	21	27	22	29	44	33	29	24	31	30	21	10	23	27	13	30	43	27	38	26	27	23	18	15	16	25	21	35	15
6042	CT	26	24	26	11	19	19	21	12	12	17	18	24	31	30	31	28	27	24	24	14	16	17	19	32	41	23	21	13	11	19	11	11	3	17	11	21	19	14	17	9	10	20	16	11	8	15	12	14	17	30	19	12	25	27	16	9	15	13	20	19	19	32	33	28	14	20	18	11	12	19	13	19	20	24	32	16	24	21	17	5	14	11	16	16	26	11
6043	CT	8	10	4	7	3	3	3	0	3	5	1	4	6	3	4	7	2	5	1	1	2	5	1	7	5	1	3	5	2	4	1	2	2	2	4	2	4	6	4	6	4	8	5	6	5	2	1	2	1	8	6	1	3	4	3	3	1	2	5	3	1	7	6	2	7	2	4	7	2	6	1	2	5	10	7	4	2	7	5	1	5	4	6	1	5	1
6051	CT	22	10	17	8	13	14	11	3	5	7	7	10	9	16	11	13	16	7	16	4	13	8	10	13	16	7	5	7	6	3	6	10	10	9	4	8	7	16	10	7	11	6	7	6	4	3	5	13	3	7	12	6	7	4	7	5	7	5	11	10	2	11	7	9	3	13	13	6	7	9	9	9	11	12	7	4	7	4	12	9	10	8	10	4	8	2
6052	CT	5	5	5	6	4	5	5	1	2	6	5	7	4	6	10	6	3	6	5	4	0	9	5	3	7	3	2	2	7	0	1	2	3	5	2	2	5	3	7	6	8	2	6	2	3	7	2	9	9	6	5	1	7	9	6	6	4	9	3	7	8	3	3	4	6	5	5	1	3	5	7	9	7	3	11	6	7	2	14	3	3	6	7	3	5	3
6053	CT	26	28	32	36	25	31	24	11	10	11	23	22	22	26	17	29	32	23	27	10	18	23	23	27	44	19	20	15	18	7	7	14	13	15	14	51	13	15	25	17	15	12	18	9	13	19	13	24	20	17	28	16	20	21	23	24	13	24	32	18	18	27	27	22	24	20	25	8	13	22	19	19	31	23	20	17	17	21	17	18	13	16	17	17	31	6
6057	CT	5	6	7	2	1	4	5	3	0	4	5	2	9	7	11	3	8	8	6	5	3	2	2	3	7	8	11	10	6	4	5	2	2	2	3	3	6	5	6	3	4	3	8	2	2	7	5	12	3	6	11	6	10	2	4	5	3	1	6	8	7	8	7	9	8	4	2	5	1	2	3	1	6	8	5	4	3	2	6	2	6	1	5	5	9	9
6058	CT	3	3	2	0	2	0	4	0	0	0	0	2	2	2	2	2	4	3	0	1	1	3	4	0	0	0	0	2	1	0	1	0	2	0	2	1	3	1	1	1	1	1	3	2	0	1	3	3	3	3	1	0	2	1	0	1	0	1	5	1	1	2	2	2	4	1	2	1	0	1	0	1	4	2	2	2	1	0	3	1	1	1	0	1	1	0
6060	CT	4	10	0	0	6	0	0	2	1	2	2	2	7	3	4	0	4	4	2	0	1	3	0	3	3	1	1	4	3	0	1	2	0	2	1	1	2	4	1	2	0	2	1	0	1	1	0	1	5	3	3	4	6	1	3	2	0	2	5	3	5	4	3	0	4	4	2	1	2	1	3	6	4	2	0	1	1	2	1	0	0	1	0	4	4	2
6062	CT	28	35	12	22	16	18	9	4	9	8	6	13	23	24	26	18	18	25	20	19	17	15	16	27	19	16	20	12	10	27	18	7	19	12	15	10	26	10	16	12	11	13	18	11	14	16	7	11	14	22	15	17	18	11	20	13	6	9	10	23	19	18	20	27	24	15	13	10	7	14	7	16	17	27	21	15	16	9	17	11	7	16	8	15	15	6
6063	CT	5	6	1	4	7	1	1	1	2	2	2	3	7	3	4	4	3	2	3	2	0	0	1	1	4	2	3	3	2	5	1	4	2	4	2	1	3	1	1	0	2	2	0	2	2	1	3	3	2	1	3	3	1	4	3	1	3	1	1	2	0	2	3	5	2	4	0	0	0	1	5	2	4	5	5	0	6	1	3	2	2	1	4	4	5	0
6066	CT	35	25	25	24	29	25	17	15	16	16	17	28	31	48	35	34	41	37	24	20	14	21	19	18	49	16	22	23	15	26	19	16	13	12	14	25	21	15	26	11	25	17	19	15	15	24	18	24	21	33	33	16	36	27	23	16	14	20	23	25	23	34	23	25	22	17	22	16	25	14	15	40	40	24	23	37	26	11	25	14	8	18	20	22	30	11
6067	CT	26	22	23	34	19	16	16	12	9	6	15	14	24	23	23	12	25	22	22	15	5	22	21	28	34	12	21	10	21	13	8	18	7	14	9	25	21	22	21	18	18	17	19	11	14	23	27	23	24	20	18	21	19	17	25	20	17	19	21	15	16	24	16	21	22	17	23	16	8	14	5	12	18	20	23	24	13	4	9	8	11	6	7	8	15	7
6068	CT	3	1	4	5	4	1	3	2	0	1	0	1	3	1	4	0	3	4	2	2	1	2	1	1	3	2	1	4	5	2	3	2	1	3	3	4	1	2	3	3	5	2	3	1	2	5	3	4	1	1	0	3	2	1	5	2	3	0	1	1	3	2	1	3	1	6	1	1	1	2	3	4	6	2	2	1	5	1	3	3	0	1	3	1	1	0
6069	CT	3	2	3	3	3	4	1	0	1	1	1	1	2	7	7	7	3	1	1	2	1	4	2	1	9	5	6	5	7	7	6	3	1	1	4	1	0	0	3	5	6	2	4	4	8	6	4	3	2	6	6	1	0	3	8	1	3	3	2	4	5	4	8	2	1	6	7	2	1	5	3	7	5	5	6	2	4	5	6	2	4	6	7	9	3	0
6070	CT	28	25	29	17	20	13	10	10	5	12	11	20	17	30	26	17	17	19	19	10	10	7	12	25	35	19	17	16	21	18	7	16	7	13	14	24	25	18	17	18	10	16	12	9	15	10	11	23	17	24	29	14	20	25	16	9	12	8	24	20	18	29	28	10	19	16	28	11	17	11	16	16	40	19	22	20	16	11	12	6	7	19	10	14	16	9
6071	CT	8	7	10	7	3	4	6	7	6	11	8	4	12	7	7	7	8	8	8	9	3	7	5	8	15	7	5	5	4	5	8	3	5	6	1	13	8	10	8	5	7	5	2	6	3	3	10	9	10	5	13	4	5	16	7	6	8	7	14	9	14	7	9	7	6	7	9	3	4	8	5	6	6	18	7	8	9	4	7	4	8	4	7	6	14	5
6073	CT	9	7	15	4	7	2	2	2	3	6	3	7	8	8	4	10	4	7	7	5	4	8	6	6	6	5	5	9	3	8	2	6	5	6	4	9	4	9	6	10	10	5	6	2	4	6	5	9	6	5	10	3	9	3	6	2	5	5	1	11	13	12	7	4	4	2	7	2	2	6	8	3	11	7	8	7	6	2	6	3	3	4	8	7	11	13
6074	CT	46	33	36	19	43	26	25	18	12	24	26	18	37	56	41	18	33	43	30	8	16	22	39	26	58	25	21	17	24	24	27	17	11	10	18	27	27	29	31	25	20	18	16	16	10	24	21	29	32	32	46	27	27	18	28	21	12	14	18	32	24	31	28	32	32	27	19	12	9	17	19	13	26	23	28	16	20	12	20	7	12	14	11	17	30	15
6076	CT	11	13	11	16	16	9	9	4	4	3	7	12	16	12	14	12	10	13	14	4	5	9	6	12	16	8	12	11	6	7	12	5	5	8	5	6	13	6	11	12	6	8	5	9	3	6	13	13	10	11	8	7	9	12	12	11	8	9	15	7	10	15	12	17	13	13	8	10	4	12	6	10	18	20	10	13	12	10	12	10	10	9	9	8	13	16
6078	CT	15	23	17	10	19	9	7	6	7	11	5	9	10	15	17	16	7	17	5	4	9	10	12	11	16	12	9	8	5	7	9	11	4	10	5	7	17	8	15	7	15	7	5	8	4	12	9	9	16	16	29	9	13	13	12	6	6	8	7	10	6	18	16	17	10	14	14	9	11	9	9	8	8	14	15	6	8	11	11	5	9	6	6	9	9	5
6081	CT	1	3	1	1	2	0	2	0	0	0	2	3	2	4	3	1	1	2	2	2	0	1	5	1	2	1	0	1	1	2	0	0	2	3	0	1	0	1	5	1	1	1	0	2	2	1	1	3	3	2	1	1	2	0	0	0	1	1	1	4	0	2	2	4	0	2	1	1	0	1	1	1	0	0	0	2	2	0	2	0	1	1	1	0	0	1
6082	CT	52	41	38	46	47	32	32	18	27	34	32	34	43	33	35	42	37	40	35	19	18	36	34	42	42	24	31	26	21	21	39	13	24	30	38	36	49	23	46	30	23	24	28	22	13	24	45	34	46	36	34	35	27	37	33	27	26	37	32	48	51	36	42	45	24	39	33	27	23	34	36	46	49	65	39	50	43	37	42	23	39	29	36	50	47	16
6084	CT	22	16	20	9	14	9	12	4	7	11	6	8	13	20	9	13	8	20	19	4	5	5	11	9	10	10	17	12	8	6	10	1	10	6	6	10	16	10	10	22	10	15	8	9	10	5	15	12	19	27	13	11	16	13	12	6	5	9	12	11	22	27	15	9	15	11	16	6	12	6	13	10	14	21	24	16	19	11	6	4	5	9	8	14	18	5
6085	CT	9	9	11	6	4	6	4	2	5	3	6	7	10	7	16	4	12	8	13	5	8	10	5	10	10	7	8	5	4	4	8	6	3	8	5	2	9	6	7	2	7	4	7	7	3	5	8	8	7	8	9	7	10	6	3	6	9	7	8	7	11	8	10	5	9	5	4	4	5	5	6	4	7	9	5	11	6	2	7	2	6	7	2	5	8	1
6088	CT	9	9	7	3	4	7	5	4	3	3	2	5	5	2	11	5	8	13	5	1	5	8	6	4	11	5	2	3	5	4	5	3	5	6	4	9	5	4	8	2	4	6	3	5	4	4	7	6	3	9	8	5	10	8	10	9	1	6	9	5	8	7	4	4	11	4	6	3	5	6	3	2	8	3	2	5	6	2	6	3	1	5	4	3	4	3
6089	CT	5	5	6	2	4	7	3	1	1	1	3	2	2	7	3	2	4	4	2	4	1	4	8	5	3	3	3	2	2	2	4	0	2	1	0	1	5	4	2	2	1	4	6	3	1	0	4	7	1	5	6	3	5	5	2	1	3	1	3	6	6	3	4	4	4	7	2	2	2	2	7	0	7	3	6	2	3	2	3	3	1	0	3	2	2	1
6092	CT	8	10	8	4	3	8	3	2	1	0	2	3	7	6	6	1	4	4	5	4	0	6	7	4	8	3	4	5	1	3	4	3	1	1	2	5	7	3	6	2	4	6	2	0	3	6	3	5	7	5	7	5	4	3	3	2	3	5	9	4	7	6	9	9	3	1	2	3	4	1	3	7	7	9	8	2	2	8	3	3	3	3	7	4	9	5
6093	CT	5	3	3	5	4	1	3	1	0	1	1	2	4	4	5	3	5	0	7	1	5	1	5	2	2	2	3	3	3	2	4	2	2	2	2	4	5	1	4	7	3	5	3	0	1	1	1	6	2	2	4	4	3	1	2	3	2	1	4	3	1	4	12	1	2	6	0	3	1	2	4	1	3	7	5	4	1	2	4	2	1	3	1	4	6	0
6095	CT	30	42	32	34	26	26	22	21	16	22	18	26	34	36	28	39	30	37	20	22	21	28	25	34	51	12	28	27	19	27	25	21	14	23	23	27	24	27	18	22	25	24	18	17	14	26	19	23	33	29	34	21	29	30	26	25	16	23	23	33	33	33	39	28	28	24	29	16	21	16	18	22	20	29	35	22	23	21	24	15	15	27	25	14	25	21
6096	CT	21	21	19	17	9	11	10	7	6	9	10	8	14	14	15	19	14	18	12	5	7	9	11	20	14	11	16	11	7	5	7	3	8	13	5	9	15	13	10	5	5	9	10	8	10	8	9	14	10	9	10	15	11	12	16	5	8	11	4	12	12	14	14	10	12	4	8	6	6	7	7	12	17	20	10	9	11	10	13	7	3	7	8	11	14	5
6098	CT	11	13	6	7	15	6	10	1	5	4	11	11	9	10	9	9	11	13	14	5	3	10	5	8	7	0	7	6	5	8	5	3	1	3	3	2	6	5	7	4	7	8	8	3	6	9	6	5	2	9	13	4	7	6	3	6	4	4	13	3	7	8	13	9	10	4	5	5	6	4	5	6	9	11	9	13	10	7	9	4	3	9	6	8	14	10
6105	CT	11	15	9	7	8	2	0	2	0	3	4	5	12	10	8	4	5	9	9	2	2	5	7	12	5	7	7	6	6	5	5	5	3	8	16	9	6	10	6	2	5	8	8	2	3	4	5	8	14	12	7	9	11	6	11	8	7	7	39	10	11	7	15	14	11	8	4	4	6	6	4	6	31	11	7	5	5	6	7	7	3	10	7	7	13	5
6106	CT	11	10	9	8	8	10	10	5	5	6	11	6	10	6	16	6	9	10	14	7	9	14	10	10	10	16	8	14	7	5	9	3	7	3	6	6	14	3	11	11	3	7	5	9	6	14	8	7	9	11	0	7	10	8	11	10	13	11	10	9	3	8	7	9	15	12	13	8	9	6	11	12	10	10	8	10	14	7	9	9	6	12	10	9	12	7
6107	CT	37	32	31	33	29	16	24	8	11	20	18	24	45	31	39	39	27	27	17	12	9	25	25	21	57	20	32	18	21	22	28	14	5	19	17	24	45	33	27	27	22	23	16	15	16	15	30	38	41	34	32	19	23	21	32	14	14	17	27	21	44	61	39	29	21	19	20	15	14	7	14	15	30	51	27	25	25	20	19	10	11	17	16	22	35	18
6108	CT	27	19	10	10	17	14	13	13	8	8	9	18	15	15	21	23	14	27	16	15	10	20	18	14	22	12	13	15	7	3	10	10	8	16	11	11	13	16	12	13	8	14	13	6	11	14	8	18	12	16	18	19	16	21	16	9	14	9	14	12	12	20	18	20	13	11	16	5	6	22	15	17	23	17	11	14	12	7	13	10	14	7	9	15	14	13
6109	CT	56	33	37	25	29	23	16	6	10	18	24	25	39	40	35	31	26	41	22	16	16	24	31	34	48	11	21	14	20	17	25	17	14	27	15	32	35	38	28	27	20	23	17	17	18	21	29	35	32	38	34	31	27	35	32	21	16	24	30	21	36	40	42	26	28	31	25	13	17	27	28	27	36	49	39	28	40	21	25	16	16	30	21	26	43	15
6110	CT	23	16	8	20	11	16	21	6	3	9	11	11	28	20	21	11	11	16	10	5	8	14	15	17	26	6	11	8	12	8	14	10	10	9	6	11	14	3	14	9	8	9	10	10	5	4	12	12	16	20	18	6	13	8	15	10	3	8	10	11	19	21	7	13	11	7	13	4	11	13	9	5	22	16	12	18	15	12	17	2	9	9	5	11	15	8
6111	CT	71	48	36	43	54	34	27	17	20	26	31	30	47	65	59	29	52	46	39	15	17	31	32	50	53	25	36	22	16	10	12	13	16	24	13	38	37	31	8	24	19	20	21	17	22	20	19	28	34	42	51	26	28	34	30	25	18	27	36	21	19	37	30	43	25	25	27	29	11	24	34	17	18	29	24	23	32	16	24	11	11	20	18	30	42	10
6112	CT	7	10	2	3	9	1	2	6	3	9	4	2	4	6	4	4	5	2	3	8	3	3	7	5	9	8	6	4	5	5	4	5	2	3	5	3	4	5	4	4	1	2	3	4	3	4	3	5	5	3	3	3	4	3	5	2	3	6	3	6	5	5	8	6	9	3	11	8	0	5	5	2	6	4	4	3	4	4	4	10	4	5	5	8	5	1
6114	CT	6	17	6	7	12	7	10	4	5	10	8	3	8	7	6	3	9	11	7	5	5	5	5	6	16	4	2	8	4	3	4	7	8	5	7	0	6	5	8	4	3	7	10	3	4	4	11	7	12	10	9	4	7	5	7	6	4	4	7	10	3	6	7	7	8	8	6	7	9	3	8	3	10	6	8	6	11	6	7	8	4	3	13	11	6	6
6117	CT	28	23	23	24	11	14	16	4	11	9	10	12	28	17	28	22	18	32	18	9	5	14	18	26	35	26	24	9	6	13	12	16	9	13	15	14	31	20	25	11	18	11	15	10	13	9	23	27	29	36	15	11	18	17	24	17	11	12	15	21	31	23	15	16	19	19	11	6	9	13	15	9	25	39	24	21	12	5	17	6	10	10	15	22	31	16
6118	CT	28	25	25	30	20	18	16	18	10	27	21	20	30	37	21	27	29	34	17	17	15	12	31	33	32	19	18	11	21	14	17	8	8	22	13	16	24	21	24	29	24	18	30	17	20	25	27	20	19	26	25	20	28	26	21	16	21	17	9	17	18	30	30	26	19	18	22	20	9	24	17	26	25	20	27	28	26	14	22	13	16	17	15	30	19	19
6119	CT	29	25	32	18	11	15	26	6	7	12	9	9	21	17	20	9	14	8	17	6	13	9	19	25	29	12	13	6	19	10	5	13	8	7	12	9	19	16	19	9	10	11	10	11	11	13	18	12	11	24	19	7	11	5	9	20	11	9	14	14	15	19	21	12	8	19	16	5	9	6	12	9	26	21	12	16	9	11	13	4	5	9	9	16	33	10
6120	CT	3	4	0	0	3	5	0	5	1	1	2	4	1	1	1	3	0	1	1	1	3	0	2	0	3	4	1	2	0	1	7	1	1	2	4	3	1	2	3	2	4	0	1	2	1	3	1	1	1	1	0	2	2	4	2	3	4	1	1	0	1	1	0	2	2	2	2	1	0	1	3	2	1	4	1	0	3	0	1	3	2	0	2	1	5	0
6226	CT	13	12	9	14	10	8	8	4	6	9	8	9	10	10	16	13	6	7	11	5	3	7	9	6	14	6	7	5	6	3	6	5	4	6	2	7	8	5	6	3	1	4	8	3	7	5	2	6	8	7	6	6	5	6	5	4	7	7	7	1	10	11	6	8	8	6	9	8	3	4	6	6	6	14	14	8	4	7	6	3	3	5	7	12	7	5
6231	CT	6	2	4	6	3	4	6	3	3	3	2	2	6	8	3	5	1	10	5	3	2	3	4	5	3	3	2	2	0	4	3	0	2	2	5	5	7	6	6	3	3	7	5	3	4	1	2	7	5	4	11	3	9	6	5	0	2	4	1	4	4	5	9	5	3	3	3	6	0	1	1	7	2	9	3	3	2	4	3	0	2	1	3	2	6	1
6232	CT	5	4	4	5	1	3	3	1	0	3	0	1	3	1	3	0	2	5	3	2	2	1	0	5	1	4	4	3	3	2	2	4	0	1	3	5	2	3	2	2	0	2	3	2	1	0	2	5	3	3	0	3	0	4	4	0	1	7	1	5	1	2	2	1	1	4	1	0	0	4	2	2	3	4	3	2	1	2	4	2	1	3	3	0	5	0
6234	CT	9	19	4	6	5	6	8	5	5	7	8	10	3	15	3	14	4	6	10	4	4	11	3	6	12	9	6	6	5	7	5	4	10	9	4	9	11	6	10	5	9	8	5	4	5	1	6	8	8	4	15	15	7	5	7	6	3	7	7	10	9	10	7	9	12	13	5	9	6	7	5	2	7	14	3	15	10	6	14	5	2	10	7	8	16	7
6235	CT	1	4	2	3	3	0	2	0	0	0	1	3	2	4	2	0	0	1	1	1	3	2	0	1	3	1	3	1	1	3	2	3	0	5	1	1	4	0	2	1	4	1	1	1	1	0	3	0	0	1	1	1	1	0	1	0	0	2	2	0	0	0	0	3	1	3	0	0	0	1	0	1	1	3	3	1	0	2	4	0	0	4	2	3	1	2
6237	CT	2	4	7	10	9	4	5	3	4	5	3	6	3	7	4	9	8	6	2	5	3	5	2	2	10	3	5	2	5	6	3	3	6	4	4	7	4	7	5	7	1	3	8	4	8	9	1	8	6	8	6	8	4	5	2	1	10	7	10	11	4	8	9	7	6	4	2	0	2	3	8	6	5	9	7	8	6	4	3	4	2	3	4	7	10	0
6238	CT	19	21	24	15	17	15	14	7	6	12	12	9	16	21	15	22	19	16	16	7	8	17	8	14	14	12	13	14	11	11	11	7	8	6	9	10	9	10	20	12	13	10	12	4	14	7	18	16	15	15	7	15	11	14	16	12	7	8	8	15	10	13	22	20	18	13	17	11	8	12	8	11	22	15	9	25	16	9	13	10	10	14	8	9	11	12
6239	CT	14	11	12	8	14	10	9	5	4	4	9	9	15	18	9	9	12	10	16	5	7	10	15	10	14	13	4	10	8	12	14	9	9	11	7	12	13	8	2	5	7	4	8	3	4	9	8	11	11	15	13	10	18	8	13	11	9	7	7	12	8	13	7	9	9	8	8	9	7	10	9	18	10	13	11	11	5	4	13	6	6	8	12	11	2	2
6241	CT	9	9	9	6	4	4	7	2	3	5	5	11	10	8	8	5	8	8	5	3	7	6	5	3	8	5	4	6	6	5	9	3	6	5	4	3	8	8	5	4	0	5	10	7	1	4	8	3	2	6	8	6	6	5	5	1	5	5	8	7	5	10	7	11	11	6	3	4	3	5	3	3	6	12	11	2	14	2	9	3	2	5	7	5	1	2
6242	CT	3	0	0	0	2	1	1	1	0	1	1	0	0	1	2	3	2	2	5	2	0	3	1	0	0	2	1	2	1	2	0	0	0	3	1	3	0	0	0	2	2	1	3	1	1	2	1	2	0	1	1	1	0	0	0	1	0	0	2	0	2	1	1	0	1	1	0	2	1	0	1	1	0	1	1	3	1	1	2	1	0	0	0	1	1	0
6247	CT	2	1	1	5	0	3	1	3	1	2	1	4	0	0	2	2	1	2	2	1	1	5	2	1	3	0	0	1	0	2	4	1	1	3	1	1	2	2	1	1	0	1	1	1	2	1	3	4	1	4	4	1	4	2	2	1	1	0	2	5	3	6	4	1	1	2	1	3	0	1	2	0	3	2	2	3	1	3	0	1	1	2	2	3	3	0
6248	CT	4	3	9	5	2	3	1	2	2	4	1	4	6	6	11	6	2	1	8	2	2	2	7	2	6	4	5	4	6	1	2	2	1	3	3	2	3	5	5	7	3	3	4	4	1	4	5	2	9	8	5	8	7	3	6	2	3	3	3	12	5	13	4	10	6	2	2	4	2	1	2	2	1	5	4	3	1	2	8	3	4	2	0	6	10	5
6249	CT	4	7	8	12	9	14	10	3	0	4	5	1	8	10	4	9	6	7	8	3	2	10	7	9	5	4	8	3	5	8	5	3	4	4	6	11	8	3	4	7	10	10	6	2	2	9	8	7	6	9	8	5	9	11	5	2	3	9	10	8	9	15	6	9	6	10	11	5	5	7	4	6	3	4	15	8	8	9	7	1	3	4	6	8	10	3
6250	CT	6	10	7	4	8	2	6	3	4	3	3	3	4	6	6	6	6	7	4	3	7	2	4	4	5	3	8	4	5	3	2	4	2	4	7	5	6	6	12	7	5	2	4	2	1	3	4	6	10	7	12	5	1	7	5	2	1	6	4	4	7	11	10	3	7	5	5	2	3	4	2	8	5	4	5	6	5	6	7	1	2	4	3	2	10	4
