RegionName	StateName	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07
6855	CT	7	10	8	5	4	2	4	3	4	4	9	3	2	7	2	4	9	2	4	7	1	4	9	4	8	6	3	7	2	9	7	4	3	6	10	4	7	7	3	0	3	2	7	3	7	5	4	9	2	9	3	5	4	6	2	1	4	4	4	4	12	6	10	6	6	6	4	3	2	4	8	6	6	5	5	5	5	7	5	3	3	5	7	3	8	3
6870	CT	13	16	10	7	6	1	1	2	3	2	2	4	4	16	8	13	5	5	16	6	7	10	3	8	15	13	16	9	7	7	13	9	1	8	10	9	26	11	11	10	3	5	3	3	3	3	5	8	16	16	10	9	6	9	12	10	9	10	12	11	18	10	7	8	2	3	9	5	5	2	8	7	6	15	7	6	7	4	10	4	8	2	7	8	19	5
6877	CT	46	63	32	23	27	11	12	19	12	16	16	13	24	46	27	38	32	27	28	14	14	19	25	23	45	34	42	22	30	26	27	10	10	20	20	31	46	38	31	28	12	16	12	16	20	21	22	32	43	38	50	24	23	24	20	25	15	32	29	36	37	52	49	31	28	24	36	18	18	20	29	37	55	56	46	33	20	17	41	20	15	20	16	27	54	21
6878	CT	14	15	12	10	2	3	8	2	0	3	6	4	8	12	4	2	10	9	8	5	3	8	5	15	15	14	9	4	5	7	11	6	3	5	7	18	12	8	22	5	3	4	6	6	3	8	9	12	17	14	21	12	6	16	16	7	4	6	14	13	19	14	17	6	3	6	6	8	4	2	2	8	4	13	10	4	1	8	7	3	3	7	6	12	17	4
6880	CT	43	48	46	38	33	16	21	9	21	17	19	17	37	47	40	22	40	25	39	16	18	28	34	32	50	50	53	39	31	30	27	26	17	28	46	54	59	50	58	31	24	25	25	24	26	25	28	36	55	60	45	33	34	34	50	41	30	37	28	48	48	59	68	45	41	28	32	22	20	32	34	36	50	51	44	39	43	27	31	20	21	27	31	38	43	31
6883	CT	13	30	12	8	6	6	11	4	4	4	5	9	10	7	14	11	5	8	7	4	7	12	18	8	16	9	12	10	9	8	11	7	6	11	9	15	11	8	13	6	7	5	10	6	5	7	7	4	14	14	16	15	10	11	17	8	8	4	15	12	29	22	21	16	5	12	18	7	8	1	11	13	21	24	18	8	9	8	12	9	4	4	13	14	19	8
6890	CT	8	11	3	9	5	2	2	1	4	4	3	6	5	11	6	7	4	7	6	8	4	3	1	5	10	10	8	6	5	5	5	1	5	11	7	3	12	9	8	2	4	3	0	4	3	4	4	7	9	14	17	6	9	8	6	6	1	7	3	6	6	14	10	6	8	9	8	7	3	5	3	7	9	5	6	6	6	4	3	3	0	4	2	10	7	2
6896	CT	12	6	7	8	10	4	6	2	3	5	3	8	9	7	12	8	6	6	9	3	5	9	6	13	16	9	4	9	8	10	4	4	4	6	8	5	11	6	8	4	8	8	10	3	5	4	5	13	10	15	9	11	9	11	8	8	6	8	9	8	14	19	13	11	8	9	7	4	2	5	9	12	13	6	9	6	10	9	4	9	5	9	6	16	13	9
6897	CT	23	30	25	17	12	7	12	4	5	9	11	16	16	25	18	18	13	12	16	8	6	14	20	25	38	19	20	16	11	17	16	17	10	16	17	17	33	23	27	19	9	13	12	12	9	7	12	25	29	39	27	12	22	24	17	17	16	16	22	32	44	41	29	22	18	26	26	16	9	12	24	23	35	36	33	14	22	14	17	9	7	11	15	23	25	18
6901	CT	12	12	14	11	5	3	8	1	4	4	2	3	2	4	2	2	14	12	12	4	5	5	3	3	8	20	22	9	8	6	3	5	5	7	3	5	6	2	2	2	4	2	3	5	2	5	4	5	4	5	2	1	3	6	11	3	2	9	7	9	5	20	7	9	6	6	9	8	7	7	11	5	10	11	6	3	9	4	5	4	8	8	6	7	9	5
6902	CT	55	60	42	37	38	38	36	18	25	21	19	20	45	41	30	57	24	47	38	24	23	33	43	21	50	46	28	32	23	16	29	24	24	19	27	33	55	40	34	34	25	20	36	26	25	25	41	27	32	38	40	29	23	21	29	38	17	32	50	48	60	50	43	39	47	33	46	32	21	26	35	35	54	71	36	46	35	28	28	25	20	25	37	44	51	33
6903	CT	20	22	16	12	10	8	5	4	4	4	7	4	14	11	24	12	13	22	13	6	9	16	13	13	26	20	9	12	7	8	14	18	7	15	6	14	13	11	27	27	10	8	20	8	6	10	13	16	15	10	22	11	14	9	16	10	3	14	15	18	26	25	17	22	13	22	14	8	8	14	19	13	20	26	11	18	14	12	23	15	11	10	18	17	29	16
6905	CT	23	37	17	15	11	15	14	5	3	11	11	14	15	23	17	21	20	12	25	17	9	14	13	12	28	9	17	10	14	12	14	15	9	14	10	18	25	20	17	19	18	10	19	12	14	13	14	15	19	13	16	17	12	14	25	13	4	9	10	26	18	25	23	13	19	15	20	13	9	14	8	12	18	28	26	11	20	11	11	6	14	11	6	32	21	19
6906	CT	12	10	16	10	4	5	3	3	4	3	1	4	10	5	6	4	6	6	6	6	2	2	8	3	18	5	6	11	6	5	8	7	4	4	4	3	9	7	8	7	2	3	5	3	3	11	4	10	9	6	7	4	5	4	3	8	3	5	3	13	2	8	14	9	14	6	6	10	6	5	5	7	8	7	7	6	13	9	7	5	5	3	13	9	16	5
6907	CT	16	22	15	10	12	8	3	8	4	7	8	7	10	14	10	8	12	9	11	8	4	7	4	10	12	6	5	8	4	6	14	5	7	5	7	9	17	8	6	8	6	5	9	3	2	5	6	11	6	3	12	5	7	5	11	4	7	9	7	9	12	13	16	11	11	5	6	6	9	3	10	5	14	8	5	11	10	5	11	7	6	4	6	4	12	8
7001	NJ	9	11	8	5	5	6	3	5	10	6	3	9	7	8	10	7	8	9	8	9	7	10	5	4	5	9	2	8	4	6	7	5	9	3	4	2	8	7	10	7	6	9	10	3	4	4	4	10	8	4	18	8	8	7	10	10	6	10	11	8	9	12	10	7	9	14	4	8	6	3	8	8	9	10	7	12	7	5	10	10	8	10	6	5	7	4
7002	NJ	45	35	34	36	32	24	27	23	26	24	22	29	30	37	37	23	33	26	29	34	23	26	31	21	40	41	24	24	24	29	27	22	21	26	26	28	25	34	29	27	27	31	16	28	26	28	21	28	39	36	40	25	27	25	25	32	23	19	33	15	35	44	34	29	48	26	45	19	21	41	29	35	26	35	40	40	28	23	34	27	25	32	27	25	0	0
7003	NJ	28	48	49	48	37	26	24	21	17	12	15	30	24	41	38	39	35	26	43	25	17	33	25	23	35	48	35	35	22	20	22	32	16	26	24	22	39	33	29	26	28	24	36	21	20	28	25	26	25	35	31	34	41	32	36	28	29	19	20	32	28	37	41	36	38	34	49	16	18	26	20	43	36	65	45	43	32	34	33	43	28	34	35	28	39	0
7004	NJ	6	5	6	11	8	3	9	3	2	2	4	2	6	10	6	9	5	9	7	7	3	5	3	3	4	4	2	5	3	6	3	9	2	9	3	6	4	7	5	7	7	2	8	0	4	4	5	4	6	7	15	6	9	9	9	10	4	3	6	18	9	10	13	10	12	3	10	2	1	4	6	7	8	6	5	7	8	6	8	8	8	7	6	6	9	0
7005	NJ	18	26	14	17	14	16	10	8	11	9	9	9	13	14	13	11	15	11	12	9	7	10	15	19	19	14	7	12	11	13	11	14	6	14	11	9	9	13	18	14	9	10	10	7	6	7	8	10	8	16	18	13	11	9	13	11	14	9	15	12	20	30	28	17	15	11	15	13	9	15	10	15	21	28	18	12	13	15	22	8	11	9	8	7	8	1
7006	NJ	24	27	30	31	21	21	16	16	11	11	8	12	23	22	16	30	22	17	30	13	9	17	17	18	21	24	21	19	24	9	20	12	10	19	22	16	20	14	23	22	36	10	25	14	16	21	19	25	33	31	28	21	32	26	18	16	31	16	21	30	37	34	26	43	46	32	43	16	10	14	12	19	27	34	31	37	33	13	28	19	12	12	26	25	14	0
7008	NJ	11	12	9	11	15	9	13	9	9	15	8	5	11	8	15	15	16	15	14	8	3	11	12	17	17	12	8	13	5	8	8	13	10	20	12	10	10	6	19	13	9	11	17	10	12	7	15	14	14	7	18	15	12	11	15	13	14	16	12	16	13	13	11	17	21	10	11	15	12	6	15	14	18	12	14	18	14	14	12	13	8	16	8	15	18	8
7009	NJ	9	21	8	12	4	6	6	4	5	2	6	10	13	13	6	13	5	6	13	6	8	8	5	9	15	16	11	14	13	1	3	5	3	8	6	10	13	13	5	7	7	10	16	4	8	4	10	8	12	9	3	11	12	13	6	5	11	3	6	3	9	15	19	21	18	6	19	11	9	9	4	15	10	11	20	13	11	7	9	5	7	5	18	14	13	0
7010	NJ	23	28	28	17	22	12	18	12	14	12	15	6	15	25	13	25	18	16	22	17	11	20	14	24	28	26	20	19	11	13	13	25	13	16	10	8	19	18	11	12	8	12	12	16	13	22	19	26	29	21	23	16	21	12	8	27	15	25	42	35	29	28	23	35	25	16	29	34	17	16	14	17	20	28	27	40	21	26	18	35	24	16	31	18	16	35
7011	NJ	14	23	23	22	14	18	17	13	15	24	15	11	22	22	28	29	23	19	29	15	17	22	18	17	32	16	20	19	15	16	11	16	13	12	17	14	8	11	13	18	15	14	16	20	11	13	17	14	20	20	11	18	12	11	16	23	8	18	23	17	17	22	19	26	25	12	16	18	10	11	16	11	16	25	18	22	23	17	28	15	27	11	12	10	13	12
7012	NJ	9	5	11	11	6	3	6	6	8	3	3	6	9	13	14	10	9	8	10	4	5	3	7	6	14	7	7	5	4	4	6	7	4	7	10	9	7	8	13	10	5	7	9	5	5	8	5	8	7	9	7	7	7	1	9	11	7	4	10	10	7	7	14	8	10	6	3	5	7	6	1	4	7	14	11	9	11	5	13	10	2	5	6	5	3	8
7013	NJ	13	26	25	37	19	14	27	20	13	16	14	21	18	25	35	23	29	26	32	16	8	16	22	15	19	29	17	19	9	16	103	28	12	12	20	17	20	17	20	26	20	19	28	23	19	14	19	24	23	26	37	31	21	21	27	36	36	32	24	37	30	45	35	56	38	29	28	33	19	22	24	27	33	33	29	33	30	24	33	27	19	21	19	12	21	24
7014	NJ	12	4	8	10	10	3	8	6	5	4	2	2	8	8	5	7	9	6	6	2	2	5	7	2	9	5	8	6	0	3	5	3	7	2	2	3	4	6	9	3	1	4	6	5	4	3	3	3	4	7	4	4	7	5	4	10	5	6	4	6	5	11	4	8	6	8	7	4	4	3	3	4	5	8	8	9	7	6	6	5	4	5	3	5	6	4
7016	NJ	16	30	37	15	11	16	12	10	12	7	12	13	17	26	30	27	15	25	26	8	10	15	14	25	23	31	16	11	16	13	15	15	16	15	17	15	28	22	35	16	14	12	8	14	16	12	8	19	17	34	24	16	17	19	22	16	12	11	18	19	19	37	35	26	21	21	19	19	15	13	17	19	32	22	34	34	22	29	29	11	14	16	17	31	16	0
7017	NJ	25	35	19	38	24	19	18	18	14	20	26	19	17	19	15	27	22	22	33	23	18	26	16	15	30	24	22	10	14	5	16	21	13	20	24	21	16	8	9	18	15	11	17	17	10	15	20	20	10	12	16	8	16	16	12	13	18	7	9	8	11	9	12	15	21	13	18	20	3	10	15	14	18	25	20	21	20	20	15	22	21	9	17	21	22	0
7018	NJ	13	21	15	15	14	17	8	13	10	10	8	12	11	10	20	17	9	16	24	11	9	12	16	15	8	11	12	19	9	6	10	12	11	12	10	8	12	6	11	14	4	10	6	6	10	19	12	7	9	8	8	2	8	12	6	11	13	4	8	10	7	5	5	10	13	16	12	18	5	5	11	11	15	9	8	15	11	10	8	19	11	19	16	8	17	0
7020	NJ	14	26	34	18	19	11	4	7	7	8	12	10	14	12	16	14	17	18	21	13	14	18	23	12	18	26	18	12	15	7	7	18	12	20	3	21	22	12	18	18	9	9	13	14	4	18	11	18	19	10	15	18	17	8	10	21	13	19	18	21	16	21	22	23	26	28	16	16	14	12	15	19	21	18	20	22	21	17	21	20	13	16	15	16	17	23
7021	NJ	0	2	2	3	0	1	1	0	0	1	1	1	1	1	8	4	3	0	2	5	0	4	3	4	4	2	1	1	2	3	1	0	3	1	0	4	4	3	3	3	2	1	0	4	5	2	1	3	5	2	4	6	2	3	2	3	2	3	2	4	4	2	6	4	3	3	5	1	0	6	5	1	4	2	2	5	3	5	3	5	4	2	2	3	0	0
7022	NJ	3	6	4	9	6	2	8	5	7	8	6	4	1	3	6	9	6	3	8	5	5	1	7	1	3	6	4	4	3	3	6	1	9	5	0	2	8	6	6	5	5	3	7	5	2	8	2	0	3	2	5	4	4	4	3	1	6	4	5	7	6	6	5	10	11	6	4	8	7	6	4	5	5	8	7	10	8	8	9	3	2	10	4	11	3	6
7023	NJ	6	12	11	12	9	3	3	2	2	7	6	8	6	8	12	6	6	7	10	2	5	3	6	5	14	9	5	6	4	2	11	6	5	6	3	8	6	13	9	4	2	3	7	6	5	2	9	11	3	13	12	6	5	6	7	3	5	4	4	11	7	11	6	10	11	5	7	6	4	1	12	11	9	12	8	20	6	12	11	2	6	7	4	8	7	0
7024	NJ	37	34	33	23	16	11	19	22	8	20	11	14	20	32	29	21	115	21	29	29	7	25	22	22	30	36	19	21	16	15	14	14	18	23	15	14	28	21	17	17	23	13	23	18	5	26	22	17	34	20	27	22	13	12	25	27	16	26	48	30	30	32	28	32	39	23	36	26	14	23	23	31	29	27	26	46	27	30	31	23	12	14	20	23	23	22
7026	NJ	11	19	10	6	14	8	19	4	7	13	8	10	10	17	10	16	14	13	22	8	9	12	7	14	15	15	12	12	10	6	11	8	14	14	5	10	15	7	13	14	13	9	10	17	7	16	16	8	10	14	11	14	11	15	11	11	11	15	12	10	17	23	22	32	22	13	17	17	7	15	12	10	9	14	19	17	17	8	16	15	14	22	18	17	17	13
7027	NJ	5	7	4	3	5	4	2	1	1	2	3	3	0	3	1	4	7	3	6	2	4	2	4	2	4	3	3	5	4	1	2	4	1	2	1	3	1	4	2	1	4	2	1	4	5	1	1	3	3	4	6	6	2	2	1	1	0	5	3	6	1	5	5	2	1	5	5	2	3	1	6	2	5	8	4	5	6	1	6	4	4	6	2	3	5	0
7028	NJ	7	13	23	21	9	4	7	4	2	2	3	8	11	10	19	10	7	10	6	5	4	8	5	9	9	10	9	8	1	11	4	4	8	2	4	6	5	12	13	8	6	4	11	7	5	8	4	12	12	13	21	14	7	7	11	4	7	10	8	13	14	14	14	21	11	5	11	16	3	5	7	13	18	17	21	20	11	13	12	6	7	6	8	14	22	0
7029	NJ	4	4	5	10	2	7	10	7	3	4	3	7	5	5	5	4	8	4	7	5	9	5	7	7	6	12	7	3	5	3	4	5	5	6	6	6	6	4	11	5	1	1	3	7	6	1	3	4	7	8	9	2	11	6	11	5	4	6	12	5	12	5	12	2	8	11	7	5	9	5	5	5	3	10	4	11	7	5	6	8	6	9	4	9	1	0
7030	NJ	116	112	109	110	105	70	75	50	44	67	44	70	61	86	85	78	86	82	69	60	45	85	65	94	106	126	63	75	59	58	70	64	51	56	80	82	99	102	99	60	60	47	77	56	56	53	76	77	90	83	110	87	75	36	69	78	46	71	101	102	142	167	155	142	135	102	111	78	59	88	102	130	107	159	105	155	124	88	115	76	66	78	112	123	14	0
7031	NJ	10	10	9	13	13	11	9	7	2	6	6	3	11	11	8	13	13	8	22	12	2	7	11	13	14	16	5	9	4	3	6	5	10	6	7	6	6	8	7	8	15	9	8	11	3	5	8	9	10	10	8	11	6	4	14	13	9	4	15	9	12	12	10	17	16	5	8	5	5	11	7	7	8	5	12	12	11	9	16	7	6	9	4	9	20	15
7032	NJ	30	18	21	15	12	6	17	15	11	12	19	9	13	26	30	18	15	27	20	12	15	20	24	15	15	19	17	16	13	19	10	16	10	23	12	8	15	13	19	10	11	12	11	15	10	17	15	11	21	26	14	21	16	13	16	13	7	8	18	15	17	27	24	20	11	13	24	12	11	18	16	13	17	17	20	21	22	20	9	17	14	14	14	22	1	0
7033	NJ	6	8	7	16	8	7	5	6	3	2	7	5	5	11	6	6	11	10	7	7	1	1	5	7	3	6	12	2	5	6	9	4	3	1	3	3	11	11	5	5	3	8	4	9	2	5	4	8	10	4	10	6	2	6	8	8	4	6	5	6	11	11	6	11	8	7	4	6	3	3	5	9	12	13	4	11	5	4	12	4	10	13	7	7	7	0
7034	NJ	4	11	8	5	8	5	7	4	1	4	3	6	8	7	10	11	13	5	6	4	4	7	6	6	5	8	6	6	5	3	5	2	4	8	3	8	10	3	3	3	6	2	7	6	2	8	7	8	5	2	7	8	6	6	3	4	5	18	9	14	4	8	7	6	10	5	6	5	4	11	5	8	6	6	4	12	8	7	9	9	5	6	12	5	3	0
7035	NJ	14	18	7	13	17	14	12	8	1	6	5	13	10	8	21	12	16	21	20	4	5	5	8	6	10	8	9	14	11	7	11	7	7	6	4	7	6	10	10	7	6	5	10	4	2	5	5	11	9	6	8	10	11	4	7	3	2	8	12	8	15	20	16	15	9	10	13	6	5	11	13	11	12	18	15	17	13	13	19	10	5	8	14	10	13	0
7036	NJ	27	31	29	35	28	28	24	24	12	18	19	22	31	33	36	42	35	28	40	21	25	23	24	26	32	42	29	23	33	16	25	12	17	20	23	22	23	26	36	20	23	30	22	19	23	30	34	28	26	31	36	23	31	24	32	31	22	26	27	38	35	26	39	30	34	28	29	22	25	31	23	35	26	45	33	28	37	27	37	31	24	28	29	33	26	0
7039	NJ	33	36	46	42	26	20	30	14	9	12	21	25	33	29	40	38	33	22	26	19	11	15	19	20	27	51	32	30	31	28	19	23	13	20	21	10	28	30	40	27	29	15	29	20	15	19	16	24	26	33	49	35	41	32	37	24	26	17	26	29	32	52	39	60	49	32	48	31	10	19	29	25	41	52	43	45	40	38	39	29	24	20	40	30	24	0
7040	NJ	31	47	38	31	15	12	25	17	18	11	18	20	17	28	35	31	18	17	31	23	11	25	22	20	35	32	33	34	17	16	13	19	13	21	16	21	24	32	28	35	17	10	25	15	16	16	27	24	18	42	35	31	23	18	21	20	30	19	24	28	24	41	34	48	40	24	34	23	6	7	21	21	47	45	40	31	29	25	33	23	17	33	26	35	18	0
7041	NJ	8	18	10	11	5	5	6	2	2	4	7	3	14	9	10	10	8	7	7	5	4	3	6	5	13	11	5	6	10	1	8	5	5	6	4	7	8	12	9	8	3	3	7	3	1	5	5	5	3	13	5	9	8	8	10	9	3	6	7	5	11	11	11	14	8	6	14	6	1	11	5	9	8	16	22	8	6	7	7	9	4	5	7	8	13	0
7042	NJ	25	30	28	27	19	17	20	8	8	10	15	14	17	28	20	25	13	12	24	20	19	10	16	17	27	23	26	14	10	14	19	14	14	18	13	14	21	26	21	15	12	14	24	10	10	4	16	18	18	27	25	23	22	15	22	17	11	12	25	28	24	42	34	32	34	17	35	11	7	26	25	16	33	39	43	24	30	11	29	26	8	17	15	19	32	0
7043	NJ	17	30	23	22	8	8	11	5	2	11	10	9	10	22	24	16	6	7	18	11	6	10	7	12	21	33	18	13	6	11	13	19	4	3	7	18	8	28	18	13	9	4	16	13	9	6	6	13	20	21	22	24	10	7	18	8	9	6	10	15	22	24	25	25	17	8	16	16	8	2	8	15	19	33	30	21	13	8	18	16	11	8	13	23	29	0
7044	NJ	9	23	18	21	13	12	10	8	5	10	14	9	15	17	19	24	22	13	17	8	8	14	9	22	18	17	13	18	9	5	15	10	4	14	11	10	16	14	14	12	8	12	15	10	6	12	15	17	16	17	18	20	21	13	10	12	17	9	12	16	8	11	16	28	32	20	20	18	4	11	18	14	23	26	23	22	18	12	19	19	15	13	20	14	19	0
7045	NJ	15	20	16	12	14	9	7	5	3	5	10	7	7	20	14	16	22	8	15	6	3	4	11	5	12	19	16	8	11	4	9	12	9	11	9	10	8	13	10	13	11	8	7	5	4	5	9	10	13	16	14	13	18	11	17	10	5	8	16	13	23	25	17	26	18	12	13	15	6	5	7	9	19	25	21	14	10	13	14	11	17	9	12	11	5	2
7046	NJ	6	9	6	14	6	6	9	3	2	3	5	1	8	6	9	8	11	2	6	3	3	1	1	4	11	10	7	8	4	5	2	5	2	5	7	2	2	6	10	6	5	3	8	1	7	5	4	7	9	6	3	6	6	1	3	2	3	3	4	11	8	17	11	10	4	4	6	4	4	8	3	6	7	7	14	11	7	3	3	6	2	1	6	7	4	1
7047	NJ	60	47	24	19	24	28	34	33	23	25	40	34	34	46	35	33	44	39	35	39	23	39	30	27	33	41	17	31	24	30	29	29	26	23	24	20	26	29	35	32	26	18	26	21	19	28	15	26	25	29	26	20	20	22	18	32	20	23	39	23	38	40	24	27	30	28	25	29	25	35	26	19	33	30	41	36	41	31	45	35	28	41	35	27	3	0
7050	NJ	16	17	15	17	15	14	13	12	8	11	6	11	12	12	18	21	17	11	9	13	9	11	13	5	1	14	5	13	5	5	14	15	6	9	16	9	14	6	10	11	8	8	6	10	5	12	4	9	6	11	11	7	10	8	4	14	9	6	8	7	7	6	9	5	4	11	11	9	5	12	18	10	10	9	13	16	14	10	14	11	12	19	10	8	8	0
7052	NJ	70	82	62	74	33	34	43	27	20	34	34	31	55	49	53	50	50	58	52	36	26	32	30	30	43	72	36	44	41	25	33	45	33	39	35	30	37	33	52	35	44	42	49	36	30	35	30	38	38	49	56	48	56	35	41	39	46	18	26	50	47	68	58	77	72	58	69	26	13	40	46	57	49	77	64	77	51	40	40	43	32	42	58	44	73	0
7054	NJ	14	23	20	15	21	12	16	5	4	3	18	9	18	13	25	16	17	19	16	9	6	17	12	14	24	18	9	17	7	11	13	14	4	11	10	10	17	6	13	22	13	12	11	11	9	12	10	9	14	19	16	18	17	16	14	12	10	12	13	10	10	21	31	25	26	23	20	11	10	12	11	16	11	20	24	18	23	11	29	14	7	7	11	17	18	2
7055	NJ	15	20	22	26	22	18	26	11	16	16	15	11	18	20	22	23	21	20	25	19	21	26	25	23	23	21	18	20	16	10	20	28	17	25	17	17	23	17	14	22	19	13	18	18	5	16	14	20	11	13	18	13	12	11	16	24	16	17	12	13	20	16	20	24	32	14	20	17	14	19	18	28	18	34	19	27	28	20	34	19	10	16	19	18	11	14
7057	NJ	7	9	4	6	4	2	2	1	3	4	2	1	5	5	8	11	3	4	4	1	2	4	5	3	4	2	2	7	0	6	3	4	2	4	2	5	4	2	4	5	2	3	7	3	5	9	1	4	8	3	2	1	5	4	6	5	5	8	2	4	4	3	7	8	8	8	6	4	2	2	4	7	4	2	9	7	6	12	7	10	10	0	3	10	2	5
7058	NJ	5	1	3	1	2	2	0	0	3	2	2	2	0	2	2	3	3	0	5	3	2	3	4	2	3	6	4	1	4	1	2	5	3	1	1	1	2	3	2	2	2	2	3	2	2	2	2	3	2	5	6	4	4	1	6	1	0	0	0	3	2	3	6	3	1	5	6	2	1	2	2	0	1	4	3	3	2	5	1	1	0	3	2	3	1	0
7059	NJ	17	21	15	13	15	15	14	10	2	7	7	9	13	19	18	19	20	14	16	8	13	16	12	8	20	21	24	18	21	14	21	11	9	11	11	13	22	21	27	9	16	11	13	18	18	12	11	23	23	24	17	21	19	8	16	20	7	11	16	11	16	27	28	31	17	21	18	11	11	9	15	13	20	27	20	27	14	16	19	4	4	19	13	0	0	0
7060	NJ	17	19	21	21	23	18	27	11	22	23	14	13	28	30	35	28	30	29	43	24	17	19	26	20	32	37	26	24	15	22	24	17	19	26	21	14	14	25	23	13	22	23	22	22	18	29	18	19	20	20	32	10	31	21	22	21	7	20	29	19	23	24	31	33	22	39	30	13	14	19	20	22	26	30	31	18	29	28	26	18	36	34	31	13	7	0
7062	NJ	5	10	12	11	9	8	15	8	7	8	9	9	6	9	13	14	12	9	17	9	8	10	9	11	12	13	9	8	4	9	6	10	1	8	4	6	4	9	12	6	12	8	6	6	12	3	7	8	4	12	11	11	11	7	9	10	5	15	10	11	11	7	9	9	13	9	6	7	5	10	7	18	11	15	13	15	12	16	17	10	5	10	11	10	5	0
7063	NJ	7	10	7	6	10	7	11	6	11	8	8	9	8	9	10	8	10	20	14	13	11	9	8	10	15	11	8	12	9	7	11	5	7	9	11	10	10	4	8	8	6	6	5	10	6	4	5	9	6	5	8	9	7	12	9	9	9	5	4	4	8	8	7	10	14	10	9	4	5	10	9	7	6	13	11	5	12	4	13	10	10	11	9	9	9	0
7064	NJ	4	4	1	2	1	1	5	0	3	0	2	2	0	0	1	4	2	0	4	1	1	4	1	5	2	2	2	1	3	1	2	1	2	1	2	2	3	1	5	2	0	3	1	2	2	3	4	2	3	2	4	5	1	5	4	3	1	3	4	2	2	4	3	6	3	2	4	1	0	5	1	2	1	4	2	4	4	3	3	6	1	4	3	3	4	1
7065	NJ	19	23	52	26	28	19	19	21	16	15	11	15	17	21	16	21	18	31	30	10	21	14	25	13	29	27	22	25	19	13	18	11	17	13	18	13	23	20	16	24	19	15	19	10	15	18	20	23	21	23	15	22	43	8	25	19	15	17	16	24	18	44	18	28	22	25	22	24	16	16	16	18	19	32	18	21	19	17	48	15	23	17	14	26	13	0
7066	NJ	10	20	16	9	12	11	8	6	8	4	10	8	11	19	11	20	17	14	17	9	3	9	12	9	14	12	15	10	10	13	8	10	5	10	10	12	17	15	18	6	9	9	8	8	8	11	13	10	9	14	15	6	17	13	20	16	11	12	10	15	22	21	21	17	17	20	10	12	11	7	11	7	8	18	27	15	16	12	22	15	15	3	13	11	11	0
7067	NJ	28	18	10	15	18	10	11	4	9	12	13	7	7	19	12	20	17	16	16	5	8	7	13	12	16	14	13	16	9	8	9	7	19	13	14	13	15	18	9	13	10	10	19	13	10	15	11	20	24	16	15	17	21	10	19	17	15	15	13	26	31	18	14	21	21	8	12	19	11	13	10	15	19	27	21	18	13	8	21	15	10	14	9	13	24	6
7068	NJ	9	11	6	4	7	1	9	1	1	7	5	3	2	7	6	7	4	3	6	4	6	1	2	8	9	10	6	7	7	5	3	5	4	6	4	4	6	4	6	6	5	11	7	5	5	6	5	3	4	10	7	4	11	3	5	2	6	3	1	5	8	6	9	7	11	8	5	4	2	2	6	2	8	10	12	8	9	1	5	9	4	3	6	8	2	0
7069	NJ	7	3	2	5	5	4	4	2	4	2	3	5	3	9	11	5	9	5	5	3	4	2	4	5	8	16	7	7	4	6	3	5	2	4	7	10	4	3	8	7	5	4	7	1	4	3	3	9	11	7	12	1	8	2	4	8	4	5	5	8	11	12	4	13	8	10	7	5	3	7	10	7	11	9	6	4	12	6	6	2	5	4	9	1	0	0
7070	NJ	11	21	17	9	14	13	10	6	4	7	11	8	14	18	14	17	14	13	10	18	11	12	7	8	13	9	13	8	8	7	6	11	5	12	9	17	16	12	9	12	5	8	9	16	8	12	13	12	12	6	6	15	12	3	7	11	6	14	16	22	17	21	22	19	18	15	12	20	17	9	8	11	10	17	16	20	19	15	19	16	16	10	12	17	22	20
7071	NJ	8	10	9	10	14	12	11	6	5	18	5	9	12	7	10	13	5	9	17	12	1	6	15	10	18	10	20	7	9	13	4	10	9	10	6	18	11	11	8	9	9	13	15	11	5	10	10	15	18	7	13	8	8	5	9	14	13	11	13	14	8	20	18	16	14	18	15	16	12	14	11	18	13	20	26	19	15	9	20	16	11	10	14	18	20	14
7072	NJ	3	3	5	2	4	0	3	4	1	1	1	2	4	7	1	3	2	2	4	2	2	4	4	3	5	0	3	1	4	2	2	4	2	2	0	2	2	1	5	4	2	3	2	3	0	5	0	7	2	3	3	7	0	2	4	5	1	4	5	3	3	5	1	3	3	2	4	1	4	0	3	4	2	8	11	5	4	4	9	4	1	1	6	5	1	4
