10001	17
10002	17
10003	46
10004	8
10005	7
10007	5
10009	20
10013	20
10025	37
10027	10
10029	13
10030	4
10031	3
10036	20
10280	7
10301	17
10302	6
10303	10
10304	14
10305	13
10306	31
10307	3
10308	14
10309	17
10310	8
10312	24
10314	32
10456	2
10459	1
10462	10
10463	4
10464	2
10465	4
10466	5
10467	3
10469	16
10471	4
10473	18
10502	3
10504	7
10506	8
10507	5
10509	7
10510	15
10512	14
10514	7
10516	4
10518	3
10520	4
10522	3
10523	3
10524	2
10526	2
10528	4
10530	4
10532	4
10533	3
10536	8
10537	3
10538	8
10541	8
10543	12
10546	1
10547	1
10548	1
10549	9
10550	1
10552	7
10553	1
10560	6
10562	13
10566	11
10567	8
10570	5
10573	5
10576	5
10577	2
10579	12
10580	15
10583	12
10588	3
10589	5
10590	6
10591	6
10594	1
10595	3
10598	16
10601	5
10603	6
10604	5
10605	12
10606	3
10607	1
10701	5
10703	3
10704	7
10705	3
10706	7
10707	8
10708	10
10709	7
10710	19
10801	5
10803	7
10804	13
10805	2
10901	5
10913	2
10916	2
10917	2
10918	7
10920	3
10921	2
10923	7
10924	7
10925	5
10926	1
10928	2
10930	7
10940	28
10941	6
10950	64
10954	12
10956	8
10958	3
10960	13
10962	2
10963	1
10964	2
10965	8
10968	2
10970	6
10973	2
10974	3
10980	5
10983	5
10984	1
10986	4
10987	3
10989	3
10990	14
10992	6
10993	3
10994	2
10998	3
11001	15
11003	15
11004	11
11010	13
11020	4
11021	9
11023	5
11024	6
11030	24
11040	24
11050	17
11096	2
11101	14
11103	3
11105	6
11106	7
11201	88
11203	5
11204	15
11205	17
11207	11
11208	5
11209	35
11210	11
11211	30
11212	3
11214	13
11215	45
11216	10
11217	15
11218	19
11220	12
11221	2
11222	26
11224	14
11225	10
11226	9
11228	6
11229	37
11230	16
11231	19
11232	5
11234	26
11235	38
11236	20
11238	30
11249	43
11354	36
11355	160
11356	11
11357	24
11358	8
11360	25
11361	16
11362	18
11363	6
11364	32
11365	16
11366	6
11367	22
11368	7
11369	5
11370	6
11372	23
11373	24
11374	25
11375	68
11377	20
11378	9
11379	8
11385	4
11411	7
11412	12
11413	16
11414	17
11415	15
11416	7
11417	6
11418	7
11419	4
11420	13
11421	12
11422	2
11423	11
11426	14
11427	10
11428	5
11429	6
11432	15
11433	7
11434	20
11435	13
11436	6
11501	10
11507	7
11509	2
11510	22
11514	6
11516	6
11518	3
11520	25
11530	20
11542	11
11545	7
11550	25
11552	10
11553	11
11554	23
11557	5
11558	4
11559	7
11560	6
11561	21
11563	6
11565	5
11566	19
11568	7
11569	3
11570	18
11572	12
11575	8
11576	13
11577	7
11579	6
11580	13
11581	12
11590	29
11596	6
11598	9
11691	7
11692	5
11693	8
11694	5
11701	9
11702	8
11703	10
11704	19
11705	5
11706	33
11709	6
11710	14
11713	7
11714	10
11716	4
11717	28
11718	4
11719	2
11720	11
11721	3
11722	35
11724	2
11725	22
11726	4
11727	11
11729	16
11730	9
11731	12
11732	1
11733	9
11735	13
11738	10
11739	1
11740	4
11741	6
11742	5
11743	30
11746	31
11747	13
11749	4
11751	5
11752	6
11753	15
11754	18
11755	10
11756	21
11757	18
11758	32
11762	14
11763	16
11764	7
11766	7
11767	9
11768	16
11769	3
11771	10
11772	14
11776	18
11777	6
11778	8
11779	18
11780	12
11782	6
11783	13
11784	9
11786	3
11787	10
11788	10
11789	4
11790	13
11791	15
11792	10
11793	16
11795	21
11796	1
11797	8
11798	9
11801	24
11803	17
11804	5
11901	13
11932	2
11933	1
11934	10
11935	5
11937	32
11939	2
11940	3
11941	6
11942	6
11944	3
11946	15
11948	2
11949	10
11950	7
11951	9
11952	3
11953	15
11954	8
11955	3
11957	1
11958	2
11959	1
11960	2
11961	10
11967	18
11971	5
11976	1
11977	3
11980	4
12009	5
12018	4
12019	18
12020	28
12023	2
12025	1
12027	3
12032	1
12033	2
12043	7
12047	9
12053	3
12054	12
12057	2
12059	2
12061	6
12062	2
12065	31
12066	1
12074	3
12076	1
12077	4
12078	15
12084	5
12090	6
12093	5
12094	4
12095	4
12110	11
12116	2
12117	4
12118	13
12121	2
12122	2
12123	4
12134	2
12137	1
12138	2
12140	2
12143	4
12144	14
12148	4
12149	2
12154	3
12157	3
12158	2
12159	4
12168	2
12170	4
12180	16
12182	7
12185	2
12186	2
12188	8
12189	7
12196	1
12197	2
12198	7
12202	5
12203	12
12204	5
12205	18
12206	4
12208	12
12209	3
12210	3
12211	12
12302	22
12303	17
12304	10
12306	18
12308	5
12309	21
12401	26
12404	2
12409	2
12428	1
12429	2
12440	1
12443	3
12446	2
12449	4
12458	2
12461	2
12466	4
12472	2
12477	14
12481	3
12484	5
12486	1
12487	4
12491	2
12498	8
12518	1
12520	3
12525	3
12528	10
12542	5
12543	4
12547	1
12549	8
12550	19
12553	12
12561	6
12563	4
12566	9
12575	1
12577	1
12586	6
12589	8
12729	2
12740	1
12771	6
12780	1
12801	11
12803	8
12804	13
12809	2
12814	3
12815	3
12816	4
12817	2
12822	2
12824	1
12828	3
12831	16
12832	3
12833	2
12834	2
12835	5
12836	1
12839	7
12845	5
12846	1
12850	1
12859	4
12865	2
12866	26
12870	4
12871	4
12883	3
12885	3
12887	2
12901	14
12903	2
12910	1
12912	1
12918	3
12919	3
12920	1
12921	3
12928	2
12932	1
12935	1
12937	1
12941	3
12942	1
12944	2
12946	7
12953	7
12958	1
12962	3
12972	4
12979	1
12981	1
12983	5
12986	4
12992	5
12993	1
12996	3
13021	15
13027	24
13029	8
13030	4
13031	9
13032	7
13033	3
13034	3
13035	9
13036	6
13037	5
13039	17
13040	3
13042	2
13044	2
13045	14
13053	3
13057	15
13060	1
13063	2
13066	15
13068	3
13069	17
13073	4
13074	2
13076	2
13077	4
13078	5
13080	2
13082	3
13083	3
13084	4
13088	16
13092	3
13101	2
13104	8
13108	5
13110	1
13112	2
13114	3
13116	2
13118	4
13120	4
13126	23
13131	1
13132	4
13135	8
13140	2
13142	3
13143	2
13145	1
13148	10
13152	7
13156	2
13159	2
13160	1
13164	8
13165	5
13166	2
13203	7
13204	7
13205	12
13206	9
13207	10
13208	8
13209	14
13210	10
13211	4
13212	13
13214	5
13215	7
13219	7
13224	4
13304	1
13308	4
13309	4
13316	6
13320	1
13323	9
13326	2
13332	2
13338	1
13346	4
13354	1
13363	3
13403	3
13408	1
13409	1
13411	1
13413	14
13417	2
13421	6
13424	1
13425	5
13438	2
13439	1
13440	19
13456	4
13460	3
13461	3
13471	2
13476	1
13478	5
13480	2
13490	1
13491	1
13492	9
13493	1
13495	1
13501	10
13502	17
13601	16
13605	6
13607	3
13612	2
13617	3
13618	1
13619	8
13622	3
13624	6
13634	3
13637	3
13642	7
13646	3
13650	2
13656	2
13658	1
13662	11
13667	1
13668	2
13669	6
13676	5
13679	1
13685	5
13691	2
13730	1
13732	5
13733	3
13734	1
13746	3
13748	5
13760	20
13778	1
13787	1
13790	10
13795	2
13803	3
13811	2
13812	1
13815	5
13820	10
13825	4
13827	8
13830	1
13833	3
13850	9
13862	3
13865	3
13901	9
13903	10
13904	4
13905	12
14001	3
14004	7
14005	2
14006	3
14012	1
14020	11
14025	4
14028	3
14030	2
14036	2
14040	1
14042	1
14048	10
14058	3
14062	2
14065	1
14067	5
14070	6
14080	2
14081	2
14092	8
14094	35
14098	1
14101	2
14103	9
14105	2
14108	4
14120	31
14125	2
14131	1
14132	6
14136	3
14138	1
14141	1
14143	2
14171	1
14172	3
14174	5
14201	2
14212	7
14214	9
14216	6
14218	6
14301	9
14303	9
14304	23
14305	11
14411	7
14414	1
14416	2
14420	11
14422	2
14423	3
14428	6
14435	3
14437	5
14445	7
14450	22
14454	3
14464	2
14467	8
14468	16
14470	7
14472	3
14476	2
14477	6
14481	3
14482	8
14485	1
14487	7
14506	2
14510	2
14514	5
14517	2
14521	9
14525	1
14526	20
14533	1
14534	31
14541	1
14543	1
14546	2
14559	13
14560	1
14572	3
14580	46
14586	14
14605	4
14606	23
