10001	1893601
10002	849401
10003	1350801
10004	1369001
10005	1050101
10007	2266001
10009	1040801
10013	2697201
10025	998301
10027	804101
10029	666501
10030	590601
10031	574501
10036	1017501
10280	651701
10301	392801
10302	315501
10303	269601
10304	378701
10305	370301
10306	398701
10307	450601
10308	407201
10309	449801
10310	378301
10312	414401
10314	383101
10456	241101
10459	257601
10462	114001
10463	504501
10464	437101
10465	379801
10466	331801
10467	288301
10469	346701
10471	662601
10473	317501
10502	593701
10504	1000801
10506	991501
10507	543301
10509	291601
10510	643101
10512	246301
10514	836501
10516	415201
10518	551301
10520	465201
10522	581301
10523	391701
10524	386901
10526	528101
10528	887601
10530	477201
10532	466301
10533	678601
10536	648101
10537	189801
10538	1059201
10541	316401
10543	627001
10546	573601
10547	293901
10548	324601
10549	587901
10550	268201
10552	432301
10553	290601
10560	489401
10562	347801
10566	257301
10567	324201
10570	552301
10573	495701
10576	855601
10577	1467201
10579	317501
10580	1444401
10583	946501
10588	322301
10589	389401
10590	629701
10591	481101
10594	529601
10595	484601
10598	370601
10601	343801
10603	406201
10604	587101
10605	618501
10606	428401
10607	444801
10701	345401
10703	346001
10704	357301
10705	394101
10706	646301
10707	488901
10708	790601
10709	583101
10710	415601
10801	455601
10803	709401
10804	664801
10805	443901
10901	364901
10913	446101
10916	287301
10917	284601
10918	229901
10920	368201
10921	212701
10923	300301
10924	259901
10925	198001
10926	178601
10928	191801
10930	268601
10940	159201
10941	216601
10950	222401
10954	338901
10956	436101
10958	221401
10960	426201
10962	433601
10963	194101
10964	554001
10965	406401
10968	532501
10970	380101
10973	240301
10974	258001
10980	309401
10983	424501
10984	338801
10986	385001
10987	412001
10989	340301
10990	269101
10992	237901
10993	196901
10994	449201
10998	250701
11001	487701
11003	324401
11004	534301
11010	389501
11020	946401
11021	953101
11023	947301
11024	1727601
11030	1244101
11040	538101
11050	785501
11096	330201
11101	816901
11103	652001
11105	635901
11106	519801
11201	884601
11203	369901
11204	654501
11205	587401
11207	309301
11208	326001
11209	785201
11210	567301
11211	780901
11212	303201
11214	528601
11215	897101
11216	625501
11217	945801
11218	722401
11220	533501
11221	607701
11222	696601
11224	438501
11225	847801
11226	528901
11228	683001
11229	550601
11230	770601
11231	849901
11232	519201
11234	456301
11235	587301
11236	367601
11238	685901
11249	873401
11354	513701
11355	553901
11356	499301
11357	703101
11358	650201
11360	664501
11361	641501
11362	750501
11363	888001
11364	690301
11365	629401
11366	672101
11367	547501
11368	375501
11369	488301
11370	509401
11372	424601
11373	428801
11374	558401
11375	730701
11377	558001
11378	507101
11379	546301
11385	455601
11411	377901
11412	366701
11413	375901
11414	544401
11415	461901
11416	364801
11417	392601
11418	411701
11419	377101
11420	383301
11421	379701
11422	383501
11423	422001
11426	491001
11427	478501
11428	409001
11429	367001
11432	598701
11433	324501
11434	341101
11435	374401
11436	321401
11501	469101
11507	568001
11509	811801
11510	344401
11514	447101
11516	566201
11518	394801
11520	294101
11530	707501
11542	468601
11545	856101
11550	263601
11552	372801
11553	271501
11554	392501
11557	529201
11558	356901
11559	1011401
11560	701201
11561	447201
11563	392001
11565	395101
11566	468801
11568	2026301
11569	725901
11570	602201
11572	404801
11575	259201
11576	909501
11577	763801
11579	625201
11580	346201
11581	390001
11590	379101
11596	532501
11598	604101
11691	361501
11692	280401
11693	323701
11694	631501
11701	255801
11702	372201
11703	299001
11704	290401
11705	386601
11706	266301
11709	455101
11710	422601
11713	250401
11714	391701
11716	348901
11717	230701
11718	438301
11719	300201
11720	287701
11721	515601
11722	214601
11724	1091101
11725	417101
11726	242201
11727	246801
11729	297701
11730	373501
11731	425101
11732	593601
11733	445801
11735	355101
11738	289501
11739	616401
11740	461401
11741	323001
11742	314701
11743	540501
11746	403001
11747	530701
11749	288701
11751	335501
11752	318401
11753	725301
11754	391601
11755	351701
11756	333601
11757	281801
11758	417801
11762	413301
11763	237301
11764	367101
11766	374101
11767	395701
11768	600501
11769	368801
11771	796701
11772	249501
11776	290901
11777	435701
11778	243901
11779	288701
11780	419001
11782	383501
11783	402301
11784	251501
11786	366001
11787	421701
11788	420301
11789	240101
11790	398901
11791	591901
11792	369301
11793	402301
11795	369301
11796	337301
11797	888601
11798	226501
11801	373101
11803	503801
11804	547401
11901	287001
11932	1820501
11933	330701
11934	299601
11935	600401
11937	976801
11939	551901
11940	335301
11941	446001
11942	504901
11944	415801
11946	407201
11948	472101
11949	341501
11950	173301
11951	154601
11952	478001
11953	228801
11954	772401
11955	264201
11957	744201
11958	641101
11959	1317701
11960	1062001
11961	220801
11967	197601
11971	549401
11976	2345401
11977	721201
11980	227901
12009	222501
12018	197701
12019	255701
12020	219001
12023	156701
12025	141001
12027	217501
12032	163301
12033	185901
12043	119401
12047	164901
12053	180101
12054	241701
12057	135101
12059	176901
12061	211901
12062	177601
12065	255901
12066	137201
12074	182601
12076	116501
12077	253801
12078	84301
12084	247801
12090	113301
12093	127001
12094	170901
12095	98101
12110	224101
12116	106801
12117	128301
12118	217001
12121	179001
12122	114901
12123	168301
12134	178901
12137	173801
12138	154101
12140	186101
12143	159201
12144	158601
12148	310501
12149	115401
12154	168801
12157	125901
12158	196101
12159	319101
12168	167201
12170	183601
12180	155801
12182	135101
12185	163801
12186	226701
12188	200801
12189	151801
12196	212501
12197	99501
12198	174701
12202	85401
12203	175801
12204	171301
12205	177201
12206	99701
12208	172401
12209	142101
12210	137401
12211	264801
12302	169601
12303	165001
12304	109301
12306	146701
12308	112101
12309	217701
12401	152201
12404	212901
12409	292301
12428	120901
12429	167101
12440	213401
12443	190501
12446	149201
12449	162601
12458	127701
12461	226001
12466	189901
12472	174401
12477	177301
12481	212601
12484	234901
12486	185101
12487	179601
12491	203301
12498	266201
12518	247301
12520	256401
12525	240801
12528	209501
12542	213201
12543	134901
12547	221001
12549	218601
12550	179601
12553	199901
12561	252101
12563	226601
12566	196801
12575	268001
12577	258701
12586	188901
12589	217301
12729	150501
12740	142501
12771	143401
12780	162301
12801	136301
12803	159101
12804	202101
12809	135601
12814	392801
12815	249101
12816	138601
12817	237401
12822	147901
12824	338401
12828	123601
12831	229601
12832	107201
12833	207801
12834	148601
12835	181801
12836	358801
12839	116001
12845	266901
12846	176201
12850	201501
12859	218901
12865	117601
12866	297901
12870	172901
12871	158401
12883	117001
12885	142901
12887	88001
12901	131501
12903	121401
12910	79901
12912	99501
12918	104701
12919	94701
12920	71201
12921	131401
12928	106201
12932	104501
12935	96801
12937	58801
12941	128401
12942	238701
12944	90201
12946	238801
12953	68201
12958	86701
12962	133501
12972	148101
12979	117201
12981	98001
12983	141401
12986	95201
12992	103101
12993	121601
12996	119601
13021	107201
13027	137801
13029	137501
13030	131201
13031	138301
13032	105101
13033	88501
13034	134401
13035	204301
13036	115001
13037	122201
13039	152301
13040	79101
13042	113901
13044	110801
13045	100701
13053	154501
13057	113701
13060	135201
13063	140501
13066	185101
13068	154601
13069	75301
13073	130601
13074	82201
13076	95501
13077	113501
13078	205301
13080	119601
13082	126501
13083	85001
13084	143501
13088	114701
13092	106701
13101	83201
13104	203301
13108	149901
13110	140001
13112	126001
13114	96101
13116	122701
13118	114401
13120	76701
13126	85201
13131	92901
13132	112401
13135	99701
13140	90301
13142	96101
13143	74801
13145	97201
13148	92101
13152	269301
13156	101301
13159	154401
13160	126101
13164	142701
13165	79201
13166	111801
13203	78501
13204	64801
13205	66801
13206	82801
13207	72201
13208	71301
13209	103901
13210	119201
13211	77301
13212	104201
13214	145001
13215	176901
13219	118601
13224	134801
13304	147001
13308	103701
13309	96101
13316	87401
13320	101301
13323	147001
13326	207801
13332	80701
13338	127001
13346	173001
13354	139301
13363	118901
13403	143301
13408	94401
13409	98101
13411	82001
13413	148201
13417	111101
13421	98301
13424	114901
13425	94601
13438	109401
13439	108101
13440	90401
13456	139601
13460	77701
13461	124001
13471	96001
13476	107301
13478	104601
13480	106801
13490	115201
13491	96501
13492	123201
13493	82401
13495	82501
13501	89501
13502	84101
13601	127101
13605	125701
13607	119301
13612	145901
13617	103401
13618	143401
13619	118301
13622	157301
13624	142801
13634	150501
13637	138401
13642	71901
13646	97401
13650	129301
13656	110301
13658	79001
13662	78501
13667	70901
13668	68001
13669	67101
13676	93601
13679	141001
13685	174301
13691	115601
13730	88301
13732	130601
13733	80901
13734	91701
13746	104701
13748	108501
13760	114301
13778	105301
13787	106401
13790	82001
13795	97401
13803	91701
13811	99701
13812	97701
13815	80301
13820	111201
13825	116201
13827	110401
13830	76501
13833	119701
13850	131001
13862	112201
13865	110201
13901	111101
13903	101501
13904	84201
13905	106101
14001	160801
14004	162301
14005	104901
14006	102101
14012	113201
14020	89701
14025	160201
14028	137901
14030	133701
14036	126201
14040	130301
14042	80501
14048	58201
14058	99801
14062	83101
14065	82101
14067	103801
14070	72701
14080	153101
14081	100001
14092	169401
14094	111801
14098	86601
14101	87301
14103	71101
14105	86701
14108	96401
14120	122801
14125	86801
14131	136801
14132	136501
14136	77301
14138	65001
14141	126501
14143	103501
14171	86501
14172	126701
14174	159101
14201	100101
14212	59001
14214	101001
14216	136201
14218	88601
14301	41801
14303	40101
14304	85201
14305	59901
14411	76101
14414	134201
14416	116101
14420	125301
14422	105901
14423	114501
14428	140401
14435	144401
14437	79101
14445	93301
14450	180001
14454	155901
14464	111401
14467	132301
14468	134601
14470	86701
14472	215601
14476	103001
14477	108301
14481	102201
14482	99501
14485	132101
14487	135801
14506	237401
14510	72201
14514	152101
14517	71601
14521	91601
14525	102801
14526	169301
14533	108601
14534	236001
14541	169701
14543	160901
14546	120401
14559	138801
14560	98401
14572	76001
14580	176701
14586	154201
14605	41701
14606	94401
14607	168501
14608	57201
14609	84201
14610	151001
14611	52801
14612	129201
14613	51701
14615	76101
14616	90901
14617	117801
14618	188301
14619	64301
14620	124801
14621	46201
14622	104201
14623	113801
14624	121501
14625	167901
14626	127801
14701	57901
14706	106501
14710	104901
14712	144101
14715	45201
14716	73201
14718	83701
14719	63101
14724	106101
14727	65101
14733	60701
14735	61701
14737	66001
14738	77501
14739	46701
14741	115501
14747	74001
14750	90001
14755	72701
14757	111701
14760	57901
14770	65601
14775	78901
14781	84201
14782	69601
14787	77301
14801	76301
14806	50801
14807	76301
14809	78401
